features,XGB_acc,XGB_pre,XGB_rec,XGB_f1,XGB_acc_cv,XGB_acc_cv_std
"(0, 3, 7)",0.7166666666666667,0.7154038961095676,0.7166666666666667,0.7151982692054637,0.7185810499249274,0.013674313217124914
"(0, 3, 8)",0.7216666666666667,0.7237862097103224,0.7216666666666667,0.7221928936127502,0.7190285699575157,0.01445992801405565
"(0, 3, 9)",0.7233333333333334,0.7262581549562299,0.7233333333333334,0.7241455327795535,0.7131133666938487,0.012124816594952929
"(0, 3, 10)",0.715,0.7165327791961092,0.715,0.7152012283123057,0.7122960378519946,0.011363757677860775
"(0, 3, 11)",0.7233333333333334,0.7241008436611406,0.7233333333333334,0.7230190444476159,0.6827999323098031,0.04234356988985958
"(0, 4, 5)",0.7133333333333334,0.7106466006144508,0.7133333333333334,0.7118246872522811,0.7207797357962267,0.01243333718993923
"(0, 4, 6)",0.7066666666666667,0.7069107208597765,0.7066666666666667,0.7067673235609692,0.7158764782622852,0.01445128535788418
"(0, 4, 7)",0.72,0.7199371870660716,0.72,0.7199137981372692,0.7213051222701505,0.012956274564897768
"(0, 4, 8)",0.7166666666666667,0.713041899529538,0.7166666666666667,0.7145933692931581,0.7189702950580856,0.01455373694099927
"(0, 4, 9)",0.715,0.7121489474686143,0.715,0.7133684834948064,0.711770746023201,0.011473696479432218
"(0, 4, 10)",0.7066666666666667,0.7053784621387782,0.7066666666666667,0.705967389251315,0.7129771344937583,0.01108417038892855
"(0, 4, 11)",0.7233333333333334,0.7270004278990159,0.7233333333333334,0.7249129471351694,0.681788467377338,0.04467463162376898
"(0, 5, 6)",0.6966666666666667,0.6984678440695573,0.6966666666666667,0.6973880217682358,0.720740859362637,0.012803739324429441
"(0, 5, 7)",0.6966666666666667,0.6987220459020247,0.6966666666666667,0.6974640583295472,0.7255665078899967,0.014701674755184647
"(0, 5, 8)",0.7016666666666667,0.7034331409331409,0.7016666666666667,0.7022886124666805,0.7236401425582806,0.01500633720892896
"(0, 5, 9)",0.695,0.6930897941942188,0.695,0.6937553503823193,0.7168298840862164,0.012687632788668999
"(0, 5, 10)",0.6983333333333334,0.6961319966583125,0.6983333333333334,0.6969710235563895,0.7166352369119036,0.012183906320096341
"(0, 5, 11)",0.7183333333333334,0.7188753242469376,0.7183333333333334,0.7182286228314338,0.6850182740816962,0.045021165989154364
"(0, 6, 7)",0.7216666666666667,0.7228278090473211,0.7216666666666667,0.7221651820596968,0.7136582235639116,0.011925832977905075
"(0, 6, 8)",0.715,0.7156283127156913,0.715,0.7152283785449614,0.7099614150734106,0.013452489060858837
"(0, 6, 9)",0.7183333333333334,0.7182294223531337,0.7183333333333334,0.7180641377249027,0.7016331320042128,0.010012596954590227
"(0, 6, 10)",0.7133333333333334,0.7137625272576368,0.7133333333333334,0.7134909342662354,0.7007380389377637,0.010530051140322483
"(0, 6, 11)",0.7183333333333334,0.7233727221040167,0.7183333333333334,0.7202083124100036,0.6730908979399921,0.04835805834371496
"(0, 7, 8)",0.7,0.7007446093105991,0.7,0.7002268919769122,0.7173943097833535,0.013316967367228342
"(0, 7, 9)",0.7033333333333334,0.7050230560267793,0.7033333333333334,0.7039976831766588,0.7039290827826878,0.00947842590373573
"(0, 7, 10)",0.715,0.7163079370823605,0.715,0.7155168255889602,0.7071007054469408,0.009440033722150267
"(0, 7, 11)",0.7233333333333334,0.7260401346537242,0.7233333333333334,0.7239791045931361,0.6800369797451851,0.04451284391820308
"(0, 8, 9)",0.6983333333333334,0.6984056248762129,0.6983333333333334,0.6983349088677712,0.7030926242671628,0.011561110167823995
"(0, 8, 10)",0.7166666666666667,0.7165657994235729,0.7166666666666667,0.7165090439649633,0.7057388150278293,0.011814076857774455
"(0, 8, 11)",0.7283333333333334,0.7303691471669829,0.7283333333333334,0.7288638897334551,0.6785194700175585,0.046542280987025585
"(0, 9, 10)",0.71,0.7065993265993266,0.71,0.7072347535505431,0.6990061996345941,0.0088641423880377
"(0, 9, 11)",0.7133333333333334,0.7154208397455795,0.7133333333333334,0.7140140601686521,0.6677205439747773,0.047434892502981336
"(0, 10, 11)",0.7233333333333334,0.7221152270804703,0.7233333333333334,0.7223817202350645,0.6688096368428506,0.04409233871522073
"(1, 2, 3)",0.6666666666666666,0.6666143764295172,0.6666666666666666,0.6663066814367884,0.6680481448418782,0.011547335281010943
"(1, 2, 4)",0.6583333333333333,0.6566762409623392,0.6583333333333333,0.6571075702585948,0.6709281734322791,0.011784983789710823
"(1, 2, 5)",0.6533333333333333,0.6496026392812223,0.6533333333333333,0.6503293323302537,0.6647988866704071,0.013173728341406754
"(1, 2, 6)",0.66,0.6567027936718254,0.66,0.6576989348370929,0.6619580865934794,0.012156264553919174
"(1, 2, 7)",0.655,0.6487966231454741,0.655,0.6501255916804195,0.66670561124475,0.013443880195460266
"(1, 2, 8)",0.6566666666666666,0.6543907084890691,0.6566666666666666,0.6545651441696335,0.660673933898327,0.014817862521971448
"(1, 2, 9)",0.645,0.6378751543386668,0.645,0.6398232212653464,0.6593895767696936,0.01256418627105594
"(1, 2, 10)",0.675,0.6757665844622367,0.675,0.6752672640720474,0.6724652065573176,0.010708459616664029
"(1, 2, 11)",0.665,0.6618128777268685,0.665,0.6620544529034675,0.6014076570181635,0.04353718786248129
"(1, 3, 4)",0.675,0.6713593078400542,0.675,0.6722396542537445,0.6768046251939279,0.01179415577639166
"(1, 3, 5)",0.6616666666666666,0.6563216755757945,0.6616666666666666,0.6578292907646222,0.6650322512744913,0.009792010733812842
"(1, 3, 6)",0.6833333333333333,0.6835958128363573,0.6833333333333333,0.6828104786453139,0.6635926117740055,0.008809652690840133
"(1, 3, 7)",0.6783333333333333,0.6732753306845344,0.6783333333333333,0.6736450312510162,0.671764908311584,0.01027108524921361
"(1, 3, 8)",0.6666666666666666,0.6618109765675689,0.6666666666666666,0.661919079883904,0.6591560872340377,0.007700921720532264
"(1, 3, 9)",0.665,0.659854898170942,0.665,0.6598978116040176,0.6602067920373915,0.007760821223169209
"(1, 3, 10)",0.68,0.679086318294805,0.68,0.6788076515606832,0.6727961616478247,0.006963247079465651
"(1, 3, 11)",0.6783333333333333,0.6750041209310873,0.6783333333333333,0.6753424538418691,0.6098524103843121,0.044446362132791524
"(1, 4, 5)",0.6716666666666666,0.6707067035675283,0.6716666666666666,0.671052793912164,0.6702083177168869,0.013091462783473912
"(1, 4, 6)",0.6766666666666666,0.6746662233942078,0.6766666666666666,0.6749081908986443,0.6684960283117656,0.01171609601218181
"(1, 4, 7)",0.665,0.6576239001680002,0.665,0.6597447729714933,0.6710059868723419,0.012439339931277363
"(1, 4, 8)",0.6666666666666666,0.6648764750192713,0.6666666666666666,0.6653660802495289,0.6667642495814792,0.011205227543610648
"(1, 4, 9)",0.6666666666666666,0.6628628628628629,0.6666666666666666,0.6636937911474727,0.6675037271252184,0.011232967680989612
"(1, 4, 10)",0.6716666666666666,0.6735533630147811,0.6716666666666666,0.672510739195128,0.674352831744431,0.011340630987647848
"(1, 4, 11)",0.665,0.6626444803127299,0.665,0.6632152207522297,0.6165846850550797,0.042360980559847494
"(1, 5, 6)",0.68,0.6764548331134459,0.68,0.6774563594681776,0.6595843110175259,0.01308049019838702
"(1, 5, 7)",0.685,0.6784889120984563,0.685,0.6794010226633999,0.672115140722165,0.012896132600449499
"(1, 5, 8)",0.6666666666666666,0.6631584419496583,0.6666666666666666,0.664076367137297,0.6600514453068509,0.012924892397348559
"(1, 5, 9)",0.67,0.6668848147771517,0.67,0.6677755539928958,0.6564515685726681,0.01143157795101066
"(1, 5, 10)",0.685,0.6852504447047594,0.685,0.6849804805170908,0.6685933689350454,0.010997631059282358
"(1, 5, 11)",0.6683333333333333,0.6686509017416072,0.6683333333333333,0.6675294689512699,0.6066614611845178,0.044669400916030895
"(1, 6, 7)",0.6683333333333333,0.6633327421820239,0.6683333333333333,0.6645476188983159,0.6617054938847888,0.014049755672437145
"(1, 6, 8)",0.6733333333333333,0.6696723875927415,0.6733333333333333,0.6699656341173787,0.654019737673986,0.013996466626301406
"(1, 6, 9)",0.6683333333333333,0.6627161284999835,0.6683333333333333,0.662977103366912,0.6503615103242695,0.013696633623093583
"(1, 6, 10)",0.6883333333333334,0.6877583648084526,0.6883333333333334,0.6875793565944617,0.6635926799184991,0.011374870126457232
"(1, 6, 11)",0.6733333333333333,0.6709959665648483,0.6733333333333333,0.6713843074918158,0.6030617699547898,0.041239503705960065
"(1, 7, 8)",0.6716666666666666,0.661780593515068,0.6716666666666666,0.6634732508036668,0.6575800527438379,0.012097185030372404
"(1, 7, 9)",0.67,0.6601624705377217,0.67,0.6618312146788721,0.6554590515952248,0.01096159618455328
"(1, 7, 10)",0.6716666666666666,0.6686839288103841,0.6716666666666666,0.6698220064724919,0.6686127939015222,0.011475855816024286
"(1, 7, 11)",0.6716666666666666,0.6680782381518731,0.6716666666666666,0.6691205821341866,0.6083348892992702,0.04543640307866165
"(1, 8, 9)",0.6416666666666667,0.633276156707445,0.6416666666666667,0.6354468337144349,0.6377527952492688,0.012941966941257078
"(1, 8, 10)",0.6883333333333334,0.6877583648084526,0.6883333333333334,0.6875793565944617,0.6637094190076193,0.010079018520197915
"(1, 8, 11)",0.6683333333333333,0.6667585110987759,0.6683333333333333,0.6670768769330614,0.5777671320935578,0.04799045158140043
"(1, 9, 10)",0.6866666666666666,0.6859041217017343,0.6866666666666666,0.6857569742722027,0.6634175409983774,0.010014445294790715
"(1, 9, 11)",0.66,0.6530570758939248,0.66,0.6542351437956828,0.5761325463401485,0.0472874468022696
"(1, 10, 11)",0.6866666666666666,0.6889290255955963,0.6866666666666666,0.6876707781420858,0.6069726430144702,0.042776941501648194
"(2, 3, 4)",0.5483333333333333,0.5406459948320413,0.5483333333333333,0.5428640337654507,0.5657009683332539,0.018202944464150904
"(2, 3, 5)",0.51,0.494421906693712,0.51,0.496031746031746,0.5428760421375263,0.009617984201121144
"(2, 3, 6)",0.505,0.49336226690966756,0.505,0.49715327159351586,0.5438299893316009,0.01519936083873396
"(2, 3, 7)",0.5133333333333333,0.49667671769496424,0.5133333333333333,0.5006244218316374,0.541066752831593,0.01191292938328915
"(2, 3, 8)",0.5216666666666666,0.5044670260897065,0.5216666666666666,0.5086235727518426,0.5381480635984988,0.011801612232345998
"(2, 3, 9)",0.505,0.4847879551068998,0.505,0.48863751488619406,0.5454448283250916,0.013115933811941094
"(2, 3, 10)",0.515,0.5024357810067462,0.515,0.5060238399318858,0.5452500524334021,0.010139496366957622
"(2, 3, 11)",0.5366666666666666,0.5225756210675959,0.5366666666666666,0.5253420905576431,0.4798533909078587,0.03789831693373128
"(2, 4, 5)",0.525,0.5169436949479496,0.525,0.5198514573019719,0.5698450924228623,0.014703818217185107
"(2, 4, 6)",0.54,0.5306318301487384,0.54,0.5327435553172949,0.5576650364989478,0.020907465212584207
"(2, 4, 7)",0.5333333333333333,0.5258395656960632,0.5333333333333333,0.5286529328642213,0.5575091408266531,0.017962264017518065
"(2, 4, 8)",0.5183333333333333,0.5102134067057631,0.5183333333333333,0.5131818916241315,0.5593966675828315,0.01887107386588257
"(2, 4, 9)",0.5133333333333333,0.5042978257062364,0.5133333333333333,0.5076730496346887,0.5557969574240776,0.018079162583839296
"(2, 4, 10)",0.5316666666666666,0.5265386782377625,0.5316666666666666,0.5283700515955791,0.554512482935483,0.016625894293773025
"(2, 4, 11)",0.5316666666666666,0.5142381725450552,0.5316666666666666,0.517994186277983,0.5025612713642451,0.04624330061918544
"(2, 5, 6)",0.4666666666666667,0.4616539215718465,0.4666666666666667,0.4634518584504989,0.5292945795598321,0.009745700658722442
"(2, 5, 7)",0.47333333333333333,0.46458979926636346,0.47333333333333333,0.46658722725403295,0.5340810450033808,0.0113947329832906
"(2, 5, 8)",0.47833333333333333,0.47001147278093386,0.47833333333333333,0.47257306192231663,0.5279713270685829,0.010576500158223805
"(2, 5, 9)",0.475,0.46476241255219275,0.475,0.46779564315935196,0.518767497045179,0.010225579484926781
"(2, 5, 10)",0.49,0.4869301436118075,0.49,0.48829956108664657,0.5220949699520643,0.010349203710626035
"(2, 5, 11)",0.5133333333333333,0.5080333233280954,0.5133333333333333,0.5099899497928104,0.4761179823475475,0.049998820491982655
"(2, 6, 7)",0.485,0.4725085254746272,0.485,0.474821171218672,0.5210445528699055,0.012443576488284964
"(2, 6, 8)",0.485,0.4774271868091555,0.485,0.480106544921121,0.5164916981077788,0.014944522162254508
"(2, 6, 9)",0.495,0.4855593831952312,0.495,0.48702335016067283,0.5187483976579493,0.009869044947184324
"(2, 6, 10)",0.4816666666666667,0.47445705365262975,0.4816666666666667,0.4761579216959035,0.5199160459839043,0.011560005907938683
"(2, 6, 11)",0.5066666666666667,0.4932805645925535,0.5066666666666667,0.4968018219909163,0.45562824680118386,0.04067342878011484
"(2, 7, 8)",0.47833333333333333,0.4661294386687969,0.47833333333333333,0.4696597445997524,0.514039529863567,0.010242642168656849
"(2, 7, 9)",0.47333333333333333,0.46021856319754095,0.47333333333333333,0.4636418390139686,0.5165300634576668,0.009188424894784176
"(2, 7, 10)",0.48,0.47584607946388785,0.48,0.47770269983581926,0.5223286979934476,0.01104558811189136
"(2, 7, 11)",0.5366666666666666,0.5236167434797572,0.5366666666666666,0.5254512843735294,0.45994800575139533,0.04091421897643954
"(2, 8, 9)",0.48,0.46425408803502394,0.48,0.46863200803281385,0.5075017622923202,0.010638831700907103
"(2, 8, 10)",0.49833333333333335,0.4902204822060916,0.49833333333333335,0.49282321475921304,0.5157909266363954,0.010641195375871685
"(2, 8, 11)",0.5133333333333333,0.4944995204630093,0.5133333333333333,0.4931690412130235,0.4576134927611618,0.04629484849645348
"(2, 9, 10)",0.47833333333333333,0.4683141710915966,0.47833333333333333,0.47167376480700357,0.5162384315257629,0.010272036129210136
"(2, 9, 11)",0.5066666666666667,0.49172852416996554,0.5066666666666667,0.49353746562805895,0.44716424640140284,0.04279283747002656
"(2, 10, 11)",0.5283333333333333,0.5164575692197051,0.5283333333333333,0.5167931925510112,0.45720422450430565,0.04230405196698255
"(3, 4, 5)",0.5566666666666666,0.5504907964570354,0.5566666666666666,0.5528135017186112,0.5726663918172092,0.01699123878456095
"(3, 4, 6)",0.545,0.5362772863695048,0.545,0.5393829991226773,0.5605446865088288,0.02271118608575983
"(3, 4, 7)",0.5433333333333333,0.5336553700236149,0.5433333333333333,0.5370211139232701,0.5586568947462868,0.01772831052667651
"(3, 4, 8)",0.5333333333333333,0.5204177912586889,0.5333333333333333,0.5245578882521436,0.5563610423987467,0.01936779784526087
"(3, 4, 9)",0.54,0.5311897054261988,0.54,0.5341961650516952,0.5597270888748057,0.017781678891760404
"(3, 4, 10)",0.54,0.529090645900863,0.54,0.5324090001577177,0.5643776098394592,0.018442996734309835
"(3, 4, 11)",0.545,0.5285132531927855,0.545,0.5335312169844544,0.5092351121317642,0.04104940344080383
"(3, 5, 6)",0.48833333333333334,0.4791950186749087,0.48833333333333334,0.48177910774992927,0.5283608485655207,0.01772230067314538
"(3, 5, 7)",0.4766666666666667,0.46408604315581065,0.4766666666666667,0.46738698603977163,0.5259869480579955,0.01715523036343168
"(3, 5, 8)",0.4766666666666667,0.46011772124165723,0.4766666666666667,0.4641664529279662,0.5255199879157099,0.0158258289338366
"(3, 5, 9)",0.48333333333333334,0.46717707250453533,0.48333333333333334,0.4698348361862449,0.5172307062116736,0.014073799441011343
"(3, 5, 10)",0.49333333333333335,0.4850503237759758,0.49333333333333335,0.487328051411353,0.5249556568637027,0.0159108371139289
"(3, 5, 11)",0.5083333333333333,0.4988389731117798,0.5083333333333333,0.5002421828126316,0.4868578006137548,0.04208887247329498
"(3, 6, 7)",0.49,0.47341779900966735,0.49,0.4754546632967212,0.5173088073729314,0.015648441809227937
"(3, 6, 8)",0.4766666666666667,0.4653725742036878,0.4766666666666667,0.4667900922182321,0.51125729619307,0.015583124413615777
"(3, 6, 9)",0.49166666666666664,0.4762779385482798,0.49166666666666664,0.4762007143615074,0.5009253037919381,0.015850316872262786
"(3, 6, 10)",0.505,0.4912258885619541,0.505,0.48759331669763184,0.5082609865959781,0.01873142177931372
"(3, 6, 11)",0.5216666666666666,0.5026212819758253,0.5216666666666666,0.5014254623385487,0.47148629197795444,0.039772960500632615
"(3, 7, 8)",0.47333333333333333,0.45665407758289595,0.47333333333333333,0.46084477175203487,0.5167636438526474,0.012801175562696228
"(3, 7, 9)",0.4816666666666667,0.4642479406006969,0.4816666666666667,0.46685918054217174,0.5033960451964568,0.010373168671566303
"(3, 7, 10)",0.49,0.48106093616169887,0.49,0.4833998230034883,0.5167443665325734,0.015591692973663545
"(3, 7, 11)",0.5116666666666667,0.49150620544611967,0.5116666666666667,0.49085198325871204,0.4809228392327535,0.03493657217150033
"(3, 8, 9)",0.48833333333333334,0.471920527334488,0.48833333333333334,0.47543676614593344,0.4952044826962201,0.012539110783347258
"(3, 8, 10)",0.515,0.50117221097023,0.515,0.4991833176546551,0.5092333895903987,0.013356935381283314
"(3, 8, 11)",0.5183333333333333,0.49872964568281075,0.5183333333333333,0.4989760733050422,0.47563023056310827,0.035505702667609156
"(3, 9, 10)",0.5066666666666667,0.49257844981529186,0.5066666666666667,0.4946587577165647,0.5028511845405887,0.010156371425867927
"(3, 9, 11)",0.5233333333333333,0.5046358209079586,0.5233333333333333,0.501879763638199,0.46911175545515604,0.03495083721742851
"(3, 10, 11)",0.54,0.5206706269307477,0.54,0.5208749700093556,0.4820511681859103,0.034138419073913025
"(4, 5, 6)",0.5333333333333333,0.5261172329354147,0.5333333333333333,0.5263594661761969,0.5500755873866057,0.01612931193446105
"(4, 5, 7)",0.5283333333333333,0.5160586784627706,0.5283333333333333,0.5161417402528391,0.5535583729517848,0.01191582866621388
"(4, 5, 8)",0.5266666666666666,0.5170013337208751,0.5266666666666666,0.5195900201101715,0.5627427363648547,0.017444792541252876
"(4, 5, 9)",0.53,0.5221497926190134,0.53,0.5241757173015945,0.5532859994109287,0.016564950404489357
"(4, 5, 10)",0.53,0.5249126108822042,0.53,0.5248210275251634,0.5478378433630671,0.014354852554164521
"(4, 5, 11)",0.535,0.5271659090986822,0.535,0.5290203064396611,0.5138272862666888,0.04772477567481325
"(4, 6, 7)",0.5366666666666666,0.5272024260869602,0.5366666666666666,0.5285872537082003,0.525831169745662,0.013109827728017913
"(4, 6, 8)",0.5316666666666666,0.5199060075444635,0.5316666666666666,0.5225097077547941,0.5336145012996669,0.017164007421687288
"(4, 6, 9)",0.5366666666666666,0.5295315446690981,0.5366666666666666,0.531204737560643,0.5194295927306483,0.013190087975110362
"(4, 6, 10)",0.5283333333333333,0.5262514648244258,0.5283333333333333,0.5267618162671748,0.5144869438936098,0.011531814333656345
"(4, 6, 11)",0.535,0.518371392222879,0.535,0.5216941740968833,0.49458316013274556,0.04095489040823397
"(4, 7, 8)",0.5333333333333333,0.5265164545350304,0.5333333333333333,0.5284287823106079,0.5381867961714909,0.012366801117880266
"(4, 7, 9)",0.545,0.5340167992079461,0.545,0.5335056891472211,0.5209081048789186,0.009822811459757696
"(4, 7, 10)",0.5416666666666666,0.5379939096093586,0.5416666666666666,0.5381291547958215,0.5203242239288632,0.010045019479796292
"(4, 7, 11)",0.5383333333333333,0.5284976907287795,0.5383333333333333,0.5281398349831021,0.4998368317959178,0.04410805673486467
"(4, 8, 9)",0.5433333333333333,0.5370154749465095,0.5433333333333333,0.5378188866773341,0.5238267297533244,0.00839055797494513
"(4, 8, 10)",0.5466666666666666,0.5396326233623362,0.5466666666666666,0.5393851793436831,0.5235738606808543,0.010298306354075078
"(4, 8, 11)",0.5383333333333333,0.5282537507564234,0.5383333333333333,0.5292562327297543,0.49559477649741857,0.042782649378656404
"(4, 9, 10)",0.54,0.5322098678865181,0.54,0.5308109859067708,0.5164131729363386,0.009628856460665166
"(4, 9, 11)",0.5233333333333333,0.519527657379736,0.5233333333333333,0.5201899359826478,0.48932969290305384,0.044245004383135646
"(4, 10, 11)",0.5416666666666666,0.5330919080919081,0.5416666666666666,0.5351970649346378,0.4855350857068439,0.03944780066177502
"(5, 6, 7)",0.455,0.4553066914318134,0.455,0.4543828539202491,0.48380160336421796,0.014424801388519651
"(5, 6, 8)",0.45,0.45184081797785874,0.45,0.4506776684851525,0.48378226925706597,0.012182237434008607
"(5, 6, 9)",0.44666666666666666,0.44635664342440445,0.44666666666666666,0.4463430772420511,0.4625145204558412,0.007243677238954426
"(5, 6, 10)",0.4633333333333333,0.4776042506651579,0.4633333333333333,0.4656146035361193,0.46761239487765416,0.007295021301263002
"(5, 6, 11)",0.47,0.4694499761790333,0.47,0.469412003352572,0.4490715237033049,0.06544178227902864
"(5, 7, 8)",0.44333333333333336,0.4483490719162207,0.44333333333333336,0.4394382454688103,0.49477630812819945,0.021799432723357246
"(5, 7, 9)",0.44,0.4401499135114358,0.44,0.43473000480478174,0.45912851900057766,0.008664035206419252
"(5, 7, 10)",0.4683333333333333,0.48219270660929053,0.4683333333333333,0.47227481541972066,0.47372173801773726,0.010721324013217988
"(5, 7, 11)",0.485,0.48128856693879113,0.485,0.4821776189930813,0.4549676389371579,0.06692225579479417
"(5, 8, 9)",0.4483333333333333,0.4457328930688955,0.4483333333333333,0.44634001826261377,0.454809267348263,0.007055802791498305
"(5, 8, 10)",0.46166666666666667,0.47587225944138256,0.46166666666666667,0.4641360123353837,0.48312012057032394,0.010964243594840923
"(5, 8, 11)",0.47833333333333333,0.4753635313483818,0.47833333333333333,0.4766826729547508,0.4393819900160745,0.0737143559025442
"(5, 9, 10)",0.4683333333333333,0.4834843447089571,0.4683333333333333,0.4723824865096476,0.47167907275030424,0.00684179845651846
"(5, 9, 11)",0.4533333333333333,0.44847340973864525,0.4533333333333333,0.4484619939129684,0.42531319209251295,0.06215266142814184
"(5, 10, 11)",0.4816666666666667,0.4747110284447891,0.4816666666666667,0.47078726675750365,0.4502961370400909,0.054125689353873706
"(6, 7, 8)",0.44166666666666665,0.43751006433663625,0.44166666666666665,0.4369349569664209,0.45342844790315606,0.017855634892971428
"(6, 7, 9)",0.425,0.4170049702307767,0.425,0.41397240858141326,0.4405857965674862,0.014367005777289174
"(6, 7, 10)",0.46166666666666667,0.47492673733314805,0.46166666666666667,0.46485509069314657,0.4600239906475469,0.013755479109924402
"(6, 7, 11)",0.4666666666666667,0.45529205094422487,0.4666666666666667,0.4575119970468808,0.4317137620833438,0.04207666658386091
"(6, 8, 9)",0.4216666666666667,0.4125922386791952,0.4216666666666667,0.40938888903717763,0.43383407421541076,0.015450368658582719
"(6, 8, 10)",0.47333333333333333,0.4792396610882607,0.47333333333333333,0.4658106670374473,0.45397243025221784,0.009679264817639675
"(6, 8, 11)",0.4483333333333333,0.4361592473359516,0.4483333333333333,0.43733591050173837,0.41400796003401164,0.045972095378980095
"(6, 9, 10)",0.45166666666666666,0.4674349195692749,0.45166666666666666,0.45643579517771116,0.44860264794358845,0.016561270311127533
"(6, 9, 11)",0.465,0.45156493038726986,0.465,0.44829957707904633,0.40036714738821083,0.040591419613327795
"(6, 10, 11)",0.5,0.484352666090581,0.5,0.4725400645722825,0.4263425600977646,0.03640656331906704
"(7, 8, 9)",0.41,0.4042206790123457,0.41,0.3917365491651206,0.4252914653564752,0.007302237713217813
"(7, 8, 10)",0.4533333333333333,0.4557894871401544,0.4533333333333333,0.4178367889983903,0.4506259412458176,0.009712994468297266
"(7, 8, 11)",0.46166666666666667,0.447390218371629,0.46166666666666667,0.4446180404602499,0.4279393748727022,0.051006481710593465
"(7, 9, 10)",0.4666666666666667,0.478529150440091,0.4666666666666667,0.46859224597203725,0.44776509154455557,0.006003387079251537
"(7, 9, 11)",0.4666666666666667,0.4522543431850677,0.4666666666666667,0.44673813423813424,0.41628366811208706,0.044884258138515834
"(7, 10, 11)",0.49666666666666665,0.48570638869146326,0.49666666666666665,0.46535320843704125,0.4344759537011168,0.04508459785130146
"(8, 9, 10)",0.4666666666666667,0.4891002369143188,0.4666666666666667,0.4361652979063471,0.44607281769152196,0.010105604751260287
"(8, 9, 11)",0.4166666666666667,0.39441615528572055,0.4166666666666667,0.3792478484029448,0.4076051602039186,0.029305854125107507
"(8, 10, 11)",0.495,0.4838152529235332,0.495,0.46626988160598787,0.4388729506490006,0.04001909289240326
"(9, 10, 11)",0.505,0.4996286112147438,0.505,0.4879160849701094,0.4314401354409668,0.04150542994074441
