features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
"(1, 3, 6)",0.6733333333333333,0.6884545710456642,0.6733333333333333,0.6782437769954511,0.6998820002377485,0.015195941923979064
"(1, 3, 7)",0.6616666666666666,0.6738397484225469,0.6616666666666666,0.6653533437600524,0.705135406894557,0.010763967195777303
"(1, 3, 8)",0.6566666666666666,0.6680724020671005,0.6566666666666666,0.6610561669662053,0.693266078503971,0.012148666922410076
"(1, 3, 9)",0.66,0.6756933280939282,0.66,0.665243959887093,0.6970994069157574,0.01399595709692502
"(1, 3, 10)",0.6716666666666666,0.6809256162767787,0.6716666666666666,0.6747354697020681,0.7021582913298247,0.011499812819705729
"(1, 3, 11)",0.68,0.6982288682435907,0.68,0.6861386885180876,0.6412576444871483,0.045317070843416754
"(1, 4, 5)",0.6533333333333333,0.6589484576986386,0.6533333333333333,0.6554746494066883,0.7052718548855437,0.017355942689301282
"(1, 4, 6)",0.665,0.6759438372669351,0.665,0.6682944773345376,0.7049020877201351,0.016297023797316512
"(1, 4, 7)",0.675,0.6809597809597809,0.675,0.6768424521009435,0.7075483352678799,0.01502317723758595
"(1, 4, 8)",0.665,0.6751424463496459,0.665,0.6688680338315375,0.7009715814746923,0.01593006903698884
"(1, 4, 9)",0.645,0.6567061975951568,0.645,0.6490915345404509,0.7035207912635731,0.0171750142532044
"(1, 4, 10)",0.6633333333333333,0.6736700544423955,0.6633333333333333,0.6672058512360856,0.7051745407629003,0.017551413888071098
"(1, 4, 11)",0.6583333333333333,0.6723539731093928,0.6583333333333333,0.6637348079000618,0.6448183873529877,0.045541025560181615
"(1, 5, 6)",0.6733333333333333,0.6746098104793757,0.6733333333333333,0.6716777098865218,0.6978779388259311,0.018144160191610977
"(1, 5, 7)",0.6966666666666667,0.7024679024679025,0.6966666666666667,0.6984073529786388,0.7000178727863451,0.01507870384106769
"(1, 5, 8)",0.67,0.6792314627000225,0.67,0.6726717416653848,0.6956206524759545,0.017635610144009096
"(1, 5, 9)",0.6633333333333333,0.6725727213962508,0.6633333333333333,0.6661847191845075,0.6891607059163807,0.01578659574898233
"(1, 5, 10)",0.69,0.694686086984604,0.69,0.6914962136062273,0.6976638666851416,0.017248817210821936
"(1, 5, 11)",0.67,0.6861960886450114,0.67,0.6755706781340568,0.6379503726368058,0.0507137081406296
"(1, 6, 7)",0.6716666666666666,0.6728581837656881,0.6716666666666666,0.6714327249472122,0.6784783258866545,0.016529494202503194
"(1, 6, 8)",0.6766666666666666,0.6766335561475895,0.6766666666666666,0.6736618108159573,0.6698781008583934,0.017350609005856527
"(1, 6, 9)",0.65,0.6450979895680357,0.65,0.6425764466494803,0.6662200060118587,0.01720024400228595
"(1, 6, 10)",0.6733333333333333,0.673070593031326,0.6733333333333333,0.6720614922081891,0.678069644429604,0.01556963547434684
"(1, 6, 11)",0.67,0.6790065742059767,0.67,0.6726383627278267,0.6287852979012254,0.04613982451315395
"(1, 7, 8)",0.67,0.6735040303461356,0.67,0.6704377974966211,0.6762988794773772,0.012904930674659141
"(1, 7, 9)",0.6583333333333333,0.6551414465771418,0.6583333333333333,0.654935954073426,0.671570488285583,0.011959755299003715
"(1, 7, 10)",0.6916666666666667,0.6932030280665725,0.6916666666666667,0.6921041536159428,0.6817469560233297,0.011951144183550935
"(1, 7, 11)",0.6933333333333334,0.7053775183568521,0.6933333333333334,0.6975222875972721,0.6356152349887145,0.047444774941123743
"(1, 8, 9)",0.655,0.6532278351301569,0.655,0.6527907939042293,0.6517042180684367,0.01476204437314312
"(1, 8, 10)",0.68,0.6869769952722296,0.68,0.6827804494127895,0.6768436757745568,0.015112007662937072
"(1, 8, 11)",0.655,0.6668167799339502,0.655,0.6595894785549958,0.6101646711687462,0.04994830372512241
"(1, 9, 10)",0.655,0.6531436177654445,0.655,0.6537771710594087,0.6755009263865323,0.011273848951600673
"(1, 9, 11)",0.6566666666666666,0.6627440536071155,0.6566666666666666,0.6580723808821322,0.5943060846218322,0.047564493804348386
"(1, 10, 11)",0.7016666666666667,0.7090777065250492,0.7016666666666667,0.7047238440277581,0.6115064665338606,0.04798487743422225
"(2, 3, 4)",0.5183333333333333,0.5372333996392249,0.5183333333333333,0.5233077882135108,0.6544873906186234,0.02141111924554174
"(2, 3, 5)",0.4866666666666667,0.49671626396897767,0.4866666666666667,0.4880820806375547,0.6364882643824633,0.013415180107226594
"(2, 3, 6)",0.465,0.4747463764727156,0.465,0.4667548713474461,0.6357296685224683,0.017290720778436762
"(2, 3, 7)",0.4716666666666667,0.4877602848078633,0.4716666666666667,0.4740173583628054,0.6478517561971738,0.014881748825830115
"(2, 3, 8)",0.47333333333333333,0.48846030215364833,0.47333333333333333,0.4734877734877735,0.6320131965597631,0.015773579852271475
"(2, 3, 9)",0.46166666666666667,0.4777908908014537,0.46166666666666667,0.4630645010692694,0.6324994340221227,0.018326255999665517
"(2, 3, 10)",0.49166666666666664,0.5039570911597602,0.49166666666666664,0.4930746644305488,0.6353986490732727,0.017215486413955584
"(2, 3, 11)",0.49333333333333335,0.49757506572575066,0.49333333333333335,0.4933128851456083,0.5813460808965998,0.040400393346714705
"(2, 4, 5)",0.47833333333333333,0.493414326304388,0.47833333333333333,0.48089523284745156,0.6451860874687577,0.015479150294155504
"(2, 4, 6)",0.49,0.5010199773452786,0.49,0.49319428705732243,0.6438048061554164,0.018877549915908957
"(2, 4, 7)",0.5,0.5145329673444787,0.5,0.503395748986255,0.6426762197675061,0.01961172855413342
"(2, 4, 8)",0.47,0.48016265751164494,0.47,0.47349850419525474,0.6425011262770467,0.018894279140066153
"(2, 4, 9)",0.485,0.5023079968592062,0.485,0.4890635172459906,0.6400689811565331,0.021801883166669957
"(2, 4, 10)",0.49666666666666665,0.5114206720898026,0.49666666666666665,0.5001825451647315,0.6412752749819606,0.022189816561512397
"(2, 4, 11)",0.5333333333333333,0.5407776255012436,0.5333333333333333,0.5357933005228969,0.5814635203596819,0.04366554966417347
"(2, 5, 6)",0.45666666666666667,0.46718060443550635,0.45666666666666667,0.45933431594553403,0.6124189478035895,0.016608984483121186
"(2, 5, 7)",0.42,0.43020003488426833,0.42,0.4191127246646549,0.621817137280111,0.015588390271840231
"(2, 5, 8)",0.455,0.4700155532074038,0.455,0.4566513647023602,0.618353292098343,0.012852902020992226
"(2, 5, 9)",0.4216666666666667,0.43229257710187063,0.4216666666666667,0.42235289927605235,0.6101225010846333,0.013919667801618714
"(2, 5, 10)",0.455,0.470804803872533,0.455,0.45855614242592857,0.6016780543687055,0.013307098241353893
"(2, 5, 11)",0.485,0.49628722641743916,0.485,0.48742864653599743,0.57340798941186,0.05371148125778463
"(2, 6, 7)",0.4583333333333333,0.46019305504599617,0.4583333333333333,0.45770717748693773,0.5904897279747532,0.014857496656266117
"(2, 6, 8)",0.4633333333333333,0.46592643467643463,0.4633333333333333,0.4627869195258087,0.5849445909551056,0.018746213896203488
"(2, 6, 9)",0.4583333333333333,0.4537419089135993,0.4583333333333333,0.45408985509552385,0.5760910690583869,0.01714185627932677
"(2, 6, 10)",0.4716666666666667,0.46803011073097156,0.4716666666666667,0.46962585780795235,0.5760132669757397,0.014980842828065508
"(2, 6, 11)",0.465,0.46836874576002674,0.465,0.46496533570496995,0.5573937949138464,0.037704734485899866
"(2, 7, 8)",0.44166666666666665,0.4489784191475013,0.44166666666666665,0.44305604892177436,0.593738918001731,0.011283338816896861
"(2, 7, 9)",0.4483333333333333,0.4570314689626565,0.4483333333333333,0.4498849844624264,0.5859754164953589,0.01474704416279131
"(2, 7, 10)",0.4666666666666667,0.47463615697877476,0.4666666666666667,0.4676672941884666,0.5960744380161472,0.018109367036808873
"(2, 7, 11)",0.5116666666666667,0.518172060151974,0.5116666666666667,0.5132489352097195,0.5598255841686713,0.03718724369963187
"(2, 8, 9)",0.435,0.4411194185224352,0.435,0.43588093791281485,0.5778420948223058,0.016098485043546704
"(2, 8, 10)",0.51,0.5193618635151338,0.51,0.5123293834859572,0.5873767095749828,0.017956231968221697
"(2, 8, 11)",0.475,0.48161606701210663,0.475,0.4772857670572886,0.5459524518010211,0.042609277639182104
"(2, 9, 10)",0.4483333333333333,0.448717987186248,0.4483333333333333,0.4485127790654906,0.5687745121422131,0.013045085238285122
"(2, 9, 11)",0.48833333333333334,0.4903343027654539,0.48833333333333334,0.488571403100244,0.5394338934053546,0.041215189332196235
"(2, 10, 11)",0.4866666666666667,0.4966002231513761,0.4866666666666667,0.4894518737737462,0.5391030821754448,0.040666051343605694
"(3, 4, 5)",0.5166666666666667,0.5383513373797872,0.5166666666666667,0.5217110760974762,0.6408081104061942,0.019008469671122536
"(3, 4, 6)",0.5133333333333333,0.5299588837156107,0.5133333333333333,0.5162578958613155,0.6466265219883354,0.026121433122271095
"(3, 4, 7)",0.5083333333333333,0.5264702524306484,0.5083333333333333,0.5117252816377881,0.6460228374912832,0.020905016673877376
"(3, 4, 8)",0.5033333333333333,0.520582313315483,0.5033333333333333,0.5071153294200184,0.6418978165747096,0.016735217809046868
"(3, 4, 9)",0.52,0.5368504090133494,0.52,0.5247328200660637,0.6362164170685298,0.025951718743495663
"(3, 4, 10)",0.5283333333333333,0.5417276210379659,0.5283333333333333,0.5324395211123742,0.6315074167709657,0.023939553297276296
"(3, 4, 11)",0.5333333333333333,0.5372085723383481,0.5333333333333333,0.534749379577638,0.5784081559872888,0.04449788563338174
"(3, 5, 6)",0.445,0.45539215686274515,0.445,0.44687749673843796,0.6113294082105029,0.019747276648871746
"(3, 5, 7)",0.45666666666666667,0.46936052556556157,0.45666666666666667,0.4563925728528533,0.6173025948665997,0.016281396175897384
"(3, 5, 8)",0.435,0.44080937648820234,0.435,0.4359599330399742,0.6152785595465515,0.013743276665424912
"(3, 5, 9)",0.4216666666666667,0.4278828228205983,0.4216666666666667,0.42114790036591415,0.6049663404059746,0.016986681160504186
"(3, 5, 10)",0.4716666666666667,0.4848187930232754,0.4716666666666667,0.47376949069308344,0.6071651739236767,0.02106042707889498
"(3, 5, 11)",0.515,0.5197348919487474,0.515,0.5153417459012203,0.5579371185328037,0.045689786694042694
"(3, 6, 7)",0.445,0.44274371317633265,0.445,0.4399864212906826,0.5922995283643882,0.02100837053579919
"(3, 6, 8)",0.4866666666666667,0.49077014481669434,0.4866666666666667,0.48578336673415135,0.5865985789601604,0.022123105007036434
"(3, 6, 9)",0.445,0.4400611768167257,0.445,0.44156841321923745,0.5574500936229626,0.01687533043231808
"(3, 6, 10)",0.5016666666666667,0.49455680813439434,0.5016666666666667,0.4955519244734931,0.5549011450546405,0.015156570448993763
"(3, 6, 11)",0.4816666666666667,0.47815245183666233,0.4816666666666667,0.4778917487020889,0.5494928648929411,0.03610436933777491
"(3, 7, 8)",0.445,0.4515900103058982,0.445,0.4444939337496,0.5918322085706087,0.016447674966285866
"(3, 7, 9)",0.44166666666666665,0.43585201978454186,0.44166666666666665,0.43778648789604574,0.5774723503717282,0.01813854448514536
"(3, 7, 10)",0.48,0.4779387146918692,0.48,0.47820561494830033,0.5766355057040726,0.018990995954383603
"(3, 7, 11)",0.5,0.5021019529956968,0.5,0.49802027778617924,0.556186531922288,0.03991423250753607
"(3, 8, 9)",0.435,0.4335440421820968,0.435,0.4336540167677231,0.5661865811377556,0.015112038478594143
"(3, 8, 10)",0.4716666666666667,0.4760113331541903,0.4716666666666667,0.4731280949240801,0.5729191246006922,0.014443059019197516
"(3, 8, 11)",0.48333333333333334,0.48604759277436527,0.48333333333333334,0.4836194326575271,0.5411066287177554,0.0404901255558083
"(3, 9, 10)",0.45166666666666666,0.4413114428937214,0.45166666666666666,0.44413845312258377,0.5293916513909427,0.010883111286642924
"(3, 9, 11)",0.465,0.4689899350142757,0.465,0.46607072518350207,0.539219196606707,0.04317265054320732
"(3, 10, 11)",0.48333333333333334,0.4834104938271605,0.48333333333333334,0.48090025802289954,0.5453480328577605,0.03996911884428529
"(4, 5, 6)",0.49333333333333335,0.5022089577784197,0.49333333333333335,0.49580090784804876,0.61749748054664,0.01807497377022499
"(4, 5, 7)",0.48333333333333334,0.4967556642910328,0.48333333333333334,0.4860488003042884,0.6124962766605867,0.015906615442504927
"(4, 5, 8)",0.475,0.4906193653570002,0.475,0.47696097123840236,0.6181002943084961,0.017111044334863157
"(4, 5, 9)",0.47,0.4864254153399069,0.47,0.4721801284937329,0.6139558484254458,0.01620218770778584
"(4, 5, 10)",0.5133333333333333,0.5295573821889611,0.5133333333333333,0.5169709867884549,0.609947543883161,0.01673531406119446
"(4, 5, 11)",0.5083333333333333,0.5151587100865554,0.5083333333333333,0.5112552680919698,0.5663633668831389,0.045858864100125095
"(4, 6, 7)",0.49333333333333335,0.4925761939901767,0.49333333333333335,0.4927455356968371,0.5874737624770675,0.01702663361111647
"(4, 6, 8)",0.47333333333333333,0.4803831718599983,0.47333333333333333,0.4753536614250286,0.5950235779947801,0.019584562070475674
"(4, 6, 9)",0.505,0.49711539678321504,0.505,0.5001869134467457,0.5589678569995374,0.014521926678799441
"(4, 6, 10)",0.5233333333333333,0.5194065859308022,0.5233333333333333,0.5206641035723538,0.5530718553398404,0.011352081992770758
"(4, 6, 11)",0.5016666666666667,0.5086060153417666,0.5016666666666667,0.5044622787540918,0.5623744191628373,0.04236813139226596
"(4, 7, 8)",0.49666666666666665,0.49999152208036396,0.49666666666666665,0.49777721425992366,0.5951012135019986,0.01644982559229047
"(4, 7, 9)",0.48833333333333334,0.48509844932609647,0.48833333333333334,0.4864017310497115,0.5678989765454225,0.013797029258204136
"(4, 7, 10)",0.48833333333333334,0.49502787745312093,0.48833333333333334,0.4907718604448854,0.5728219126947891,0.015040988361442015
"(4, 7, 11)",0.5233333333333333,0.5289675851955613,0.5233333333333333,0.5255932482266253,0.5638338129948521,0.04160137389396189
"(4, 8, 9)",0.4866666666666667,0.48687675494121513,0.4866666666666667,0.48675672914012313,0.5768302513093206,0.015036866667157955
"(4, 8, 10)",0.4716666666666667,0.47382380383515443,0.4716666666666667,0.4726633925302253,0.575993232494626,0.015524062821066048
"(4, 8, 11)",0.5116666666666667,0.5184076102661924,0.5116666666666667,0.514542644083812,0.559806280347961,0.04350685464096139
"(4, 9, 10)",0.515,0.5107229005865171,0.515,0.5122223997743865,0.5424088851333702,0.010090107996052334
"(4, 9, 11)",0.5233333333333333,0.5286029319204443,0.5233333333333333,0.5256782049944665,0.5585026307560328,0.04206588372980604
"(4, 10, 11)",0.515,0.5223200451270626,0.515,0.5180422518209279,0.5567513929870229,0.04063739720005809
"(5, 6, 7)",0.43666666666666665,0.43571627251307365,0.43666666666666665,0.4345050465766128,0.5485969048771014,0.019467982784165047
"(5, 6, 8)",0.4583333333333333,0.4591585279081165,0.4583333333333333,0.4580850313327083,0.5401909257278021,0.01616756600480229
"(5, 6, 9)",0.42833333333333334,0.42324706764376535,0.42833333333333334,0.42402469670634274,0.49495118582776254,0.011245453367846681
"(5, 6, 10)",0.46,0.47004830917874396,0.46,0.45983500202173827,0.49127338965097156,0.00991260323009233
"(5, 6, 11)",0.4683333333333333,0.4663744922225615,0.4683333333333333,0.46523713246613263,0.5546114287401673,0.05212162132445071
"(5, 7, 8)",0.43166666666666664,0.4319228778467909,0.43166666666666664,0.42946261633158966,0.5582089166312694,0.02053520816917193
"(5, 7, 9)",0.4116666666666667,0.4098590975318716,0.4116666666666667,0.40497053582103393,0.5064504782607708,0.012471594531629115
"(5, 7, 10)",0.455,0.46394312805893595,0.455,0.45774072300784535,0.5163349960589768,0.011684843489900251
"(5, 7, 11)",0.475,0.48395658783369505,0.475,0.4690616964375449,0.5549415850257775,0.059037134609301926
"(5, 8, 9)",0.4216666666666667,0.428394217867902,0.4216666666666667,0.42335520899201273,0.5010219629702822,0.011410568749583157
"(5, 8, 10)",0.47333333333333333,0.4873795072863669,0.47333333333333333,0.477144740445904,0.5209664176364006,0.012796730782262709
"(5, 8, 11)",0.45666666666666667,0.46243113717738776,0.45666666666666667,0.45489448324769655,0.5439485493930218,0.06159444118250488
"(5, 9, 10)",0.44333333333333336,0.4620962412932242,0.44333333333333336,0.4474366278451231,0.4831979605110231,0.008104753149856012
"(5, 9, 11)",0.44666666666666666,0.4518864468864469,0.44666666666666666,0.4431500426257459,0.523829383602769,0.06540563805161623
"(5, 10, 11)",0.48833333333333334,0.4890832704625808,0.48833333333333334,0.4876782634715672,0.5278177823813169,0.05805411951773218
"(6, 7, 8)",0.43,0.42218118624768236,0.43,0.42070605512079406,0.4607833588118024,0.015470627568587482
"(6, 7, 9)",0.42333333333333334,0.4167405835611376,0.42333333333333334,0.41393700747993184,0.4384454385968898,0.014337688880568722
"(6, 7, 10)",0.46166666666666667,0.4736284426509803,0.46166666666666667,0.46130238680643043,0.4602184750322361,0.012220195964082404
"(6, 7, 11)",0.45666666666666667,0.4491293495515462,0.45666666666666667,0.4488473881792185,0.48469777917095413,0.029867037369543676
"(6, 8, 9)",0.43166666666666664,0.4228997546905827,0.43166666666666664,0.3989208912582773,0.43842596820075064,0.013451240863449983
"(6, 8, 10)",0.48,0.4882309676772945,0.48,0.45980747777544306,0.4546534360346568,0.011761274124814123
"(6, 8, 11)",0.4266666666666667,0.417867011323957,0.4266666666666667,0.41935069567493327,0.47296498205906917,0.03400177733019237
"(6, 9, 10)",0.45166666666666666,0.4674349195692749,0.45166666666666666,0.45643579517771116,0.4458784052371315,0.01862493942474092
"(6, 9, 11)",0.42833333333333334,0.40696846629367717,0.42833333333333334,0.4068691895817441,0.42932080383244636,0.03235022255806349
"(6, 10, 11)",0.47,0.4529961833575345,0.47,0.4525870173829782,0.43443791771628115,0.03667076396137668
"(7, 8, 9)",0.41833333333333333,0.4110389610389611,0.41833333333333333,0.4021616902392177,0.4368104212616877,0.008760701887706692
"(7, 8, 10)",0.4533333333333333,0.4636759530947672,0.4533333333333333,0.4534607202914532,0.45955695478915726,0.012286591446192069
"(7, 8, 11)",0.43666666666666665,0.4335441209568246,0.43666666666666665,0.43449509732090413,0.48619700345946876,0.0445041465053088
"(7, 9, 10)",0.47333333333333333,0.47941003788433845,0.47333333333333333,0.4643424629824243,0.45080036843456195,0.006953202686238413
"(7, 9, 11)",0.44666666666666666,0.4385967802269834,0.44666666666666666,0.4406190975557455,0.43934180747969104,0.039414583665114064
"(7, 10, 11)",0.47833333333333333,0.46902023447689517,0.47833333333333333,0.4681889872170801,0.4661929753627369,0.03419343869285128
"(8, 9, 10)",0.4666666666666667,0.4891002369143188,0.4666666666666667,0.4361652979063471,0.44420478404631397,0.008490940272700462
"(8, 9, 11)",0.41333333333333333,0.4117530131956998,0.41333333333333333,0.4102905308062955,0.42939948043609444,0.03935128694638393
"(8, 10, 11)",0.4583333333333333,0.4535116939115802,0.4583333333333333,0.45195451240679196,0.4565806834589843,0.035771800636511364
"(9, 10, 11)",0.495,0.4877715772452615,0.495,0.4805849362550394,0.44498303202109757,0.03549536546687601
