features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
"(0, 1, 2)",0.725,0.7301427799706899,0.725,0.7271959003056158,0.7637236082055056,0.015468856860087336
"(0, 1, 3)",0.7233333333333334,0.7306308942410322,0.7233333333333334,0.7261139967220144,0.7664283275145507,0.0165346401375151
"(0, 1, 4)",0.7316666666666667,0.7380809017837526,0.7316666666666667,0.7343689416316046,0.762595033175011,0.016147177423939677
"(0, 1, 5)",0.7283333333333334,0.7407159833630423,0.7283333333333334,0.7328571762951372,0.7668758361897233,0.01703432866987303
"(0, 1, 6)",0.735,0.74889250296997,0.735,0.7398691093932014,0.756271383174216,0.018770414969842535
"(0, 1, 7)",0.745,0.7513902559519096,0.745,0.7474155785815978,0.7591120091041044,0.016450300144742688
"(0, 1, 8)",0.7283333333333334,0.7357077618686878,0.7283333333333334,0.7313732898352174,0.7585285370210105,0.018734753563396184
"(0, 1, 9)",0.7333333333333333,0.7455700091061334,0.7333333333333333,0.7378409401482667,0.7554737064471506,0.020203831982855552
"(0, 1, 10)",0.7416666666666667,0.7487502618897968,0.7416666666666667,0.7444940802169717,0.7595209139236615,0.019302328441580408
"(0, 1, 11)",0.725,0.7363441384578715,0.725,0.7293168323067191,0.721112898011165,0.04346888696104207
"(0, 2, 3)",0.705,0.715364774324148,0.705,0.7088065688594276,0.7503557331855356,0.012303812470685972
"(0, 2, 4)",0.715,0.7254475375489529,0.715,0.7188991663811807,0.7501029360433642,0.01314929082975815
"(0, 2, 5)",0.69,0.6957648223172581,0.69,0.69213113178071,0.7471259643392293,0.014963171092878742
"(0, 2, 6)",0.695,0.7119190829363121,0.695,0.7006745894423473,0.745686006831107,0.015693312454748885
"(0, 2, 7)",0.6916666666666667,0.6966854535695116,0.6916666666666667,0.6933493589743589,0.7466977746279879,0.014638113876206456
"(0, 2, 8)",0.6983333333333334,0.7121395033821049,0.6983333333333334,0.70314856306746,0.7435065717792452,0.012768967017115313
"(0, 2, 9)",0.69,0.7016758951642672,0.69,0.6942303196525942,0.7414829415403533,0.016105838097405
"(0, 2, 10)",0.7133333333333334,0.7201378930935025,0.7133333333333334,0.7159930821953653,0.7438568685485147,0.014363498742661329
"(0, 2, 11)",0.72,0.7307754573417516,0.72,0.7235954474239619,0.7068500965001745,0.0413569459273777
"(0, 3, 4)",0.6983333333333334,0.7042796384901648,0.6983333333333334,0.700874404075801,0.7455692790994024,0.01415888691510114
"(0, 3, 5)",0.685,0.6941945251280524,0.685,0.6883073340904665,0.7414830551145093,0.014047657415765458
"(0, 3, 6)",0.6883333333333334,0.7051801801801802,0.6883333333333334,0.6940184932964104,0.7463670959012603,0.016786633336343913
"(0, 3, 7)",0.7066666666666667,0.7160706247527648,0.7066666666666667,0.7099954085981128,0.743895832055624,0.013674253738165611
"(0, 3, 8)",0.7116666666666667,0.7185605046477,0.7116666666666667,0.7142436889114027,0.7405102091808805,0.01577505632497861
"(0, 3, 9)",0.6866666666666666,0.6985879098882701,0.6866666666666666,0.6906031373796365,0.739401221906486,0.01580859257357959
"(0, 3, 10)",0.7016666666666667,0.7099126793921939,0.7016666666666667,0.7048499372361064,0.7405296265757466,0.014562560997427405
"(0, 3, 11)",0.7166666666666667,0.7210522657770364,0.7166666666666667,0.7179180308106188,0.7035225895210425,0.0393801869338288
"(0, 4, 5)",0.7033333333333334,0.7101870483557281,0.7033333333333334,0.7060295449687447,0.7427867728509309,0.01380534293754668
"(0, 4, 6)",0.6866666666666666,0.7026451990010095,0.6866666666666666,0.6921729572709965,0.7462308637011698,0.01673415757273519
"(0, 4, 7)",0.7183333333333334,0.728343817027006,0.7183333333333334,0.7221903348958663,0.7428646771503183,0.014034732328694023
"(0, 4, 8)",0.7133333333333334,0.730922048304156,0.7133333333333334,0.7192039310714229,0.7435264699713717,0.016747427627718185
"(0, 4, 9)",0.7216666666666667,0.7281770797217022,0.7216666666666667,0.7242613494523641,0.74267011326372,0.01539346433058799
"(0, 4, 10)",0.7033333333333334,0.707587657893158,0.7033333333333334,0.704916149023602,0.7426505785088925,0.014099841324711667
"(0, 4, 11)",0.72,0.7265685814054925,0.72,0.7226885566554571,0.7043788515835645,0.04148005551421952
"(0, 5, 6)",0.6816666666666666,0.6953829852227226,0.6816666666666666,0.6863514320050884,0.7421252791084884,0.017171883101593514
"(0, 5, 7)",0.6883333333333334,0.7012999452654625,0.6883333333333334,0.6930606277987914,0.7473984173819945,0.016523921570728094
"(0, 5, 8)",0.6866666666666666,0.6947484741822482,0.6866666666666666,0.6896955459517747,0.7422226992336773,0.01706003117369851
"(0, 5, 9)",0.68,0.6920282731731178,0.68,0.6842930835432014,0.7407829385874252,0.017873729030147122
"(0, 5, 10)",0.6966666666666667,0.7040521217779891,0.6966666666666667,0.6995344305566054,0.7396153849066004,0.01756251605063015
"(0, 5, 11)",0.71,0.7201136169788128,0.71,0.7135403968861896,0.7063830152121225,0.04405232182564275
"(0, 6, 7)",0.7133333333333334,0.7177648006494429,0.7133333333333334,0.7148474882184087,0.7235038535711122,0.0135484211247711
"(0, 6, 8)",0.71,0.7191060069741697,0.71,0.7129640947182658,0.720040572474319,0.01791478148304516
"(0, 6, 9)",0.71,0.7090788974354771,0.71,0.7085896054100835,0.7051550590093456,0.013188725124969762
"(0, 6, 10)",0.715,0.7131607900267845,0.715,0.7128275219970776,0.7037343674638815,0.008953417076249234
"(0, 6, 11)",0.7066666666666667,0.7140611767232649,0.7066666666666667,0.7090529394958438,0.6941246915515213,0.04283397841958929
"(0, 7, 8)",0.6966666666666667,0.7020509497509776,0.6966666666666667,0.6987517312732315,0.7289132354021243,0.015299843957777212
"(0, 7, 9)",0.6916666666666667,0.6934487754249256,0.6916666666666667,0.6921620378423882,0.7184642010474566,0.011170448744094097
"(0, 7, 10)",0.7083333333333334,0.7105682649549401,0.7083333333333334,0.7090964356427284,0.7205268023650682,0.011395848843720576
"(0, 7, 11)",0.715,0.7231855118906387,0.715,0.7181562722220908,0.6984639511843135,0.04421806024675042
"(0, 8, 9)",0.7,0.7021003495134231,0.7,0.7009576933146,0.7121406267627656,0.0127971326964128
"(0, 8, 10)",0.7083333333333334,0.7076985025802199,0.7083333333333334,0.7078389719611452,0.7107198822160286,0.010108559746769316
"(0, 8, 11)",0.715,0.7269654735508394,0.715,0.7192498530276309,0.6951557555975023,0.04264505616703346
"(0, 9, 10)",0.71,0.7077048873937015,0.71,0.7087210413375288,0.7037733309709909,0.007775806896057139
"(0, 9, 11)",0.7083333333333334,0.7200138028323169,0.7083333333333334,0.7123962708721728,0.6932101394463487,0.04391705420123498
"(0, 10, 11)",0.71,0.7155322581455775,0.71,0.7120813433059986,0.693540848459518,0.04114283612286814
"(1, 2, 3)",0.6633333333333333,0.6741769672100772,0.6633333333333333,0.66737665803381,0.7137356016363765,0.012894925327628285
"(1, 2, 4)",0.6533333333333333,0.6631020181464738,0.6533333333333333,0.6567350264523866,0.716576821937681,0.014965236487737834
"(1, 2, 5)",0.6466666666666666,0.6539335701071125,0.6466666666666666,0.6490248682862259,0.7051741546107699,0.017181605378283508
"(1, 2, 6)",0.6333333333333333,0.6439594508726042,0.6333333333333333,0.6369990633731889,0.7022947544640322,0.016333978578426084
"(1, 2, 7)",0.65,0.6603908341839377,0.65,0.6533851929381664,0.7091048955761352,0.015143603935574818
"(1, 2, 8)",0.645,0.6547860056659749,0.645,0.6486955351072048,0.7009327428991544,0.01621705568710336
"(1, 2, 9)",0.6383333333333333,0.6485053454584624,0.6383333333333333,0.6402498008627432,0.6980721809190875,0.016704455016226298
"(1, 2, 10)",0.6716666666666666,0.6764753975065103,0.6716666666666666,0.6731689331158718,0.7084434699781863,0.016428947024752467
"(1, 2, 11)",0.6666666666666666,0.6820333481748692,0.6666666666666666,0.6718314382420907,0.6419585560333241,0.04772283631337379
"(1, 3, 4)",0.6766666666666666,0.691119661079588,0.6766666666666666,0.6820677445489207,0.7132495269636404,0.014230055503506506
"(1, 3, 5)",0.66,0.6705157094091793,0.66,0.6635598768407591,0.7019831789103393,0.011669349747630363
