C1,NC1,C1,NC1,C0,NC0,y,temppred
0.1713757582239483,0.8699999999999999,0.23352848516547162,0.7134280411347099,0.8209567492692367,0.16904326963580177,2,2
0.17624614458809726,0.8585999999999996,0.3063279167133829,0.640628638093368,0.6637484098517377,0.3262516048421031,2,2
0.2168889166552088,0.8585999999999996,0.42355528985935714,0.5234012506941089,0.3880359512640082,0.6019640705564747,2,1
0.17389886939940247,0.8585999999999996,0.2377559410136679,0.709200613793083,0.7880858688976453,0.2019141483877016,2,2
0.18101088093985684,0.8130000000000001,0.252963782130117,0.6939927584233491,0.7367881854969522,0.25321180976059127,2,2
0.49072547691594004,0.39119999999999977,0.2925596319613249,0.6543968943388567,0.1137574289285618,0.876242581554081,2,0
0.1726104231906974,0.8244000000000004,0.21958426320449168,0.7273722630956898,0.8010826723389002,0.1889173319889152,2,2
0.17433914294139202,0.8130000000000001,0.22857571106578994,0.7183808294876762,0.76393603547967,0.22606397662266442,2,2
0.16955809790155166,0.8699999999999999,0.23313683630694512,0.7138197042465211,0.7972731163398079,0.19272689446677335,2,2
0.27025893854507504,0.7332,0.41136348942466405,0.5355930368755175,0.21400210979503134,0.7759978809273761,2,1
0.17520992205039312,0.8699999999999999,0.2066716512244681,0.7402848893289979,0.860333652276578,0.12966637990993,2,2
0.4248820094108581,0.5052000000000002,0.3480908649009206,0.5988656756525453,0.12356208039366677,0.8664379258777783,2,0
0.16529345557482347,0.8585999999999996,0.18509634339291117,0.7618601829072705,0.8913638395848481,0.09863619324953658,2,2
0.25655655038667763,0.7560000000000001,0.4262452784227289,0.5207112621307373,0.20487358799706334,0.7851264059647269,2,1
0.20245632668163466,0.8585999999999996,0.4004830136610114,0.5464735268924548,0.46558870735168456,0.5244112704131912,2,2
0.17618396350508153,0.8585999999999996,0.28509647249760833,0.6618600680558577,0.6787242899728859,0.3112757137070531,2,2
0.196940141819871,0.8472000000000004,0.29052642918876986,0.6564300971114116,0.6571305076060089,0.33286948441215186,2,2
0.20400150668621062,0.8585999999999996,0.2858187416522399,0.6611377917745841,0.6611475165574445,0.32885250267153204,2,2
0.17643460037708286,0.8699999999999999,0.20300962896969005,0.7439468830772068,0.8054029854401297,0.18459700625409256,2,2
0.17543269214526466,0.8699999999999999,0.19842974373775973,0.7485267825624217,0.8054685917315275,0.18453142166656,2,2
0.19730377837885985,0.8358000000000002,0.28015240425856214,0.6668041220416195,0.618104751110077,0.3718952396123306,2,2
0.1706683400226676,0.8699999999999999,0.22991784600174944,0.7170386945517168,0.8026524329392807,0.18734756490976917,2,2
0.17482195971426756,0.8699999999999999,0.21008816777830533,0.7368683656485185,0.8138854724635248,0.17611456166661307,2,2
0.17642647838903514,0.8585999999999996,0.2543687297292378,0.6925877894443014,0.7946024530493693,0.19539755905296494,2,2
0.1713742045516553,0.8585999999999996,0.18864896456158683,0.7583075688652371,0.868034880488852,0.12196514327526091,2,2
0.1680066055411878,0.8585999999999996,0.19256089678225302,0.7543956295179284,0.8804781010586282,0.10952190553675528,2,2
0.16927204811262045,0.8699999999999999,0.19716135106605026,0.7497951823607735,0.8715696815532187,0.11843029977497846,2,2
0.1921787453962409,0.8358000000000002,0.23827814572894054,0.7086783734445987,0.7784469866959945,0.2115530331808588,2,2
0.16726950640471086,0.8699999999999999,0.22477579140663145,0.7221807491468347,0.8218173073271046,0.1681827112539955,2,2
0.1723195869404337,0.8699999999999999,0.2339040164553601,0.7130524955915368,0.7928174983853877,0.1971825065903042,2,2
0.18468750974199044,0.8472000000000004,0.23170242271008706,0.7152541320966637,0.7875965389334638,0.20240345243682037,2,2
0.23124812346334042,0.699,0.3968756044284157,0.5500809361250506,0.29219066766863283,0.6978093360113062,2,1
0.16367145044492643,0.8699999999999999,0.21484094401857126,0.7321155965348949,0.8101674772552822,0.17983252156558246,2,2
0.17796147219098132,0.8244000000000004,0.2265544556700665,0.7204020991366843,0.7113268759810407,0.27867311474136686,2,2
0.17330415949406833,0.8585999999999996,0.21888412338028782,0.7280724242998207,0.8245347976726032,0.165465179444396,2,2
0.2105187091153601,0.7103999999999999,0.21756552061723627,0.7293910128095875,0.8359249731810194,0.1540750431325125,2,2
0.16477142127804134,0.8699999999999999,0.19513943289259214,0.7518171076608742,0.8294097034868984,0.16059028982701512,2,2
0.17708809292420097,0.8699999999999999,0.2214760348641354,0.7254804985626884,0.7999635605977929,0.1900364327161209,2,2
0.17505240805252736,0.8699999999999999,0.31395069314707874,0.6330058331531027,0.576010010777349,0.4139900084516278,2,2
0.16797970661806025,0.8699999999999999,0.22089471019247303,0.7260618161077084,0.8486418905050861,0.14135809924550682,2,2
0.1658508848718975,0.8585999999999996,0.21820770948244178,0.7287488168177397,0.8041138354508771,0.1858861675811851,2,2
0.16749875346785006,0.8699999999999999,0.19217460426247632,0.7547819220377051,0.8681190111491993,0.12188102330487706,2,2
0.16650536666849386,0.8699999999999999,0.194696537683321,0.752260002870145,0.8692727313290469,0.12072726846363233,2,2
0.16330261652054992,0.8699999999999999,0.19625340970910107,0.7507031165910804,0.8035039345285167,0.1864960856722749,2,2
0.18059989818490071,0.8699999999999999,0.25627896072657214,0.6906775869535362,0.7017582129519918,0.2882418049812317,2,2
0.16602505706600523,0.8699999999999999,0.19605638365952868,0.7509001711472222,0.8745299802075259,0.11547002379635105,2,2
0.1662664736333101,0.8699999999999999,0.18869066967238554,0.7582658637544384,0.8913638784574426,0.09863615405300388,2,2
0.17274885762152464,0.8585999999999996,0.19221957337545306,0.754736967178013,0.8603723227335057,0.1296277107487554,2,2
0.1634104201472324,0.8699999999999999,0.18841295867484553,0.7585435747519784,0.883616052370486,0.10638397852026898,2,2
0.16493983284805133,0.8699999999999999,0.18866964607757075,0.7582868730959685,0.8447913789044257,0.14520864874694656,2,2
0.24217222632739854,0.8244000000000004,0.45885523956962254,0.488101286730559,0.21796366873616752,0.7720363362395247,2,1
0.22394051911519924,0.7560000000000001,0.41041869307600937,0.5365378474774567,0.48231019980803774,0.5076898051676544,2,2
0.16497090651574342,0.8699999999999999,0.21014570116167477,0.7368108393917915,0.8286975500645845,0.16130243936206987,2,2
0.16972791512841762,0.8699999999999999,0.19212532353090198,0.7548312098959218,0.8596964449343472,0.1303035467598749,2,2
0.2240436331925185,0.8244000000000004,0.44208877594159984,0.5048677503585816,0.3152900165474934,0.6747099910197051,2,1
0.2128156235694885,0.8016000000000002,0.3067080061580823,0.640248520142099,0.6261890832755878,0.3638109372491422,2,2
0.16777236358393793,0.8699999999999999,0.22726652415938994,0.7196900163940763,0.8414135289814161,0.148586475994276,2,2
0.18002839303949605,0.8472000000000004,0.26194494201618695,0.6850115985372792,0.7515357109857643,0.23846429398992786,2,2
0.16615253320258597,0.8585999999999996,0.24324423083429747,0.7037122954658841,0.7678835912165433,0.22211641635065496,2,2
0.16689373684240427,0.8585999999999996,0.2527696352440378,0.6941868768028593,0.7165812791036522,0.2734187174496444,2,2
0.16890728809315228,0.8699999999999999,0.2968313809975334,0.6501251738092172,0.6365054472508639,0.3534945564290752,2,2
0.16686805009738256,0.8699999999999999,0.22294471446327535,0.7240118118369062,0.8311273512674412,0.1588726673136587,2,2
0.16702845623907836,0.8699999999999999,0.22718463903924688,0.7197718872609348,0.767374691660508,0.2226253010055293,2,2
0.2034304361374482,0.8358000000000002,0.34880491680891623,0.5981516379978346,0.5734118707905645,0.416588121227596,2,2
0.17161664064967114,0.8699999999999999,0.22962203199863435,0.7173345014281894,0.7749650290364802,0.215034961685927,2,2
0.18394607813012775,0.8358000000000002,0.24750842719181723,0.6994481062350068,0.7304876099876734,0.2595124089173648,2,2
0.16856185485072758,0.8699999999999999,0.19959620537861533,0.7473603280482086,0.8580819391043287,0.13191806619530136,2,2
0.2042102005108543,0.8358000000000002,0.3121371221335038,0.6348194041666779,0.6214762328562528,0.3685237714715626,2,2
0.16691664140017137,0.8699999999999999,0.22489648799274273,0.7220600525607235,0.8300361249799311,0.15996387286911845,2,2
0.17237243061376656,0.8585999999999996,0.28228857809564345,0.6646679482045382,0.6593657911922619,0.3306342053610346,2,2
0.1638621429391529,0.8699999999999999,0.19627665392004928,0.7506798723801323,0.8521352850457898,0.13786474940828658,2,2
0.16831833374085634,0.8699999999999999,0.20996867536669186,0.7369878651867744,0.8758682107344916,0.11413182242383126,2,2
0.30013076753823653,0.7332,0.430772380845443,0.5161841454547383,0.15356168573317316,0.8364383043413576,2,1
0.22639332430362705,0.8358000000000002,0.42733411488533024,0.519622425668136,0.267076805174869,0.72292319850507,2,1
0.25371090424786447,0.7445999999999999,0.44130580894636073,0.5056507173538209,0.19091988494188883,0.7990800986538763,2,1
0.21788496119250422,0.8358000000000002,0.4099475451884062,0.5370089811117754,0.3767837887929833,0.6132162019294242,2,1
0.1663385624502016,0.8699999999999999,0.18496683092220972,0.7619896882513296,0.8913632513129193,0.09863678087358889,2,2
0.18543396274110546,0.8244000000000004,0.2430529815953711,0.7039035518314527,0.7101182936129362,0.2798816951658415,2,2
0.1868045175427976,0.7902000000000001,0.27375430990302047,0.6732022163971613,0.6672865749732306,0.322713401495892,2,2
0.1776004964776661,0.8699999999999999,0.19593136810012488,0.7510251439467721,0.8912836506055749,0.09871638449637786,2,2
0.23757001255076868,0.8472000000000004,0.42336394263765087,0.5235925979158154,0.2857909312123837,0.7042090478482455,2,1
0.18025460573797641,0.8585999999999996,0.31363163893533785,0.6333249016181282,0.6792325920187907,0.3107674200835436,2,2
0.17032724013017572,0.8699999999999999,0.1851660704612732,0.7617904558389085,0.8750998731737549,0.11490014670309812,2,2
0.1596289650056673,0.8699999999999999,0.21697547316343888,0.7299810531367427,0.8704964017287543,0.11950360259906104,2,2
0.16545143315170122,0.8699999999999999,0.2204876477407372,0.7264688785594444,0.844193057114145,0.1458069336082624,2,2
0.18151707238632703,0.8585999999999996,0.21390768459776166,0.7330488559557046,0.8063946690974028,0.18360533004740012,2,2
0.1813760935969975,0.8699999999999999,0.3178695653832478,0.6290869609169338,0.6508783014338949,0.339121676330981,2,2
0.17335136184174083,0.8699999999999999,0.231358717670648,0.7155978300094605,0.8212938679570737,0.1687061392861864,2,2
0.16579650237767596,0.8699999999999999,0.18937980885713,0.7575767174430517,0.8835417927576148,0.1064582391049551,2,2
0.17366585665060127,0.8130000000000001,0.19934358728864918,0.7476129247582478,0.8597328011761539,0.13026721546131628,2,2
0.17306332293075063,0.8472000000000004,0.2058694008692451,0.7410871325575787,0.8253940841467482,0.1646059357301049,2,2
0.18802871748675473,0.8472000000000004,0.42004933261042054,0.526907193689761,0.40754090637746065,0.5824590973024784,2,2
0.1924428947251776,0.8358000000000002,0.28531167971776883,0.6616448608356972,0.6817954739985257,0.3082045581879823,2,2
0.16713354694014013,0.8585999999999996,0.28205259492293655,0.6649039313772449,0.6805683061931443,0.3094317285848701,2,2
0.16775361818956294,0.8699999999999999,0.18496683092220972,0.7619896882513296,0.8913131289896757,0.09868690352077068,2,2
0.20781405101859055,0.8130000000000001,0.3248655108659164,0.622091015434265,0.5345112638805223,0.45548872684188524,2,2
0.17326545140535937,0.8699999999999999,0.2173430112569228,0.7296135292965434,0.844140024247377,0.14585996485533925,2,2
0.22398639524190322,0.7902000000000001,0.42028194042288747,0.5266745858772941,0.27219848154316784,0.7178015234325241,2,1
0.16557474671135777,0.8585999999999996,0.2020138332626094,0.7449427144174992,0.8556743416454479,0.1343256623584291,2,2
0.17381248908042907,0.8699999999999999,0.31502772255358485,0.631928832253166,0.6128871136872666,0.3771128770351409,2,2
0.1658684904461322,0.8699999999999999,0.2070491067077803,0.7399074338456858,0.8194735397960828,0.17052646355991782,2,2
0.16759567942722986,0.8699999999999999,0.24203469287105236,0.7049218405557715,0.819579309252034,0.17042070803331297,2,2
0.16596988310088284,0.8699999999999999,0.2262774644633998,0.720679068963424,0.8391257734215778,0.15087424386376916,2,2
0.16431036509534588,0.8699999999999999,0.18490988905015202,0.762046644376672,0.875769386233454,0.11423064660093057,2,2
0.17950268239560338,0.8472000000000004,0.2885177541069363,0.6584387721932451,0.5667648204098578,0.42323519881911886,2,2
0.19400386171548265,0.8016000000000002,0.4208455865631934,0.5261109539902729,0.39569965886240427,0.5943003435217815,2,1
0.1939851623120515,0.8585999999999996,0.31496150758577424,0.6319950187144071,0.5560079963642617,0.43399200731567705,2,2
0.16927290251669677,0.8585999999999996,0.18985786402329158,0.75709866227689,0.8652980528872949,0.12470193783511284,2,2
0.17081267325256183,0.8699999999999999,0.2649145782335945,0.6820419551932294,0.7058693938047987,0.28413060857938677,2,2
0.18717247881993004,0.8472000000000004,0.2656157413980235,0.6813407849021581,0.7659636634121768,0.22403635711255285,2,2
0.17679902435385664,0.8699999999999999,0.28620095906672266,0.6607555814867433,0.8019828574014747,0.18801712425066083,2,2
0.20351621775212494,0.8472000000000004,0.4128300668923751,0.5341264309012372,0.3724075950415237,0.6175924099341684,2,1
0.2388914516832517,0.8358000000000002,0.3122649458180304,0.6346915519755819,0.5121988878561102,0.47780109250027203,2,2
0.17014575158305792,0.8699999999999999,0.19230591977368225,0.7546506207797838,0.8596942862096038,0.13030570451280343,2,2
0.1800191549902377,0.8016000000000002,0.3048271171092987,0.6421294234441676,0.6792185250406682,0.31078147475201146,2,2
0.17001264642839847,0.8699999999999999,0.24528486490456952,0.7016716756488968,0.7744532488532686,0.21554674057338552,2,2
0.18357261761167773,0.8699999999999999,0.33527197627191957,0.611684550028262,0.5493878466647605,0.44061215831093153,2,2
0.18449145727261257,0.8130000000000001,0.32674266822234443,0.6202138865844065,0.5472235156473905,0.44277651913062377,2,2
0.1705067174901133,0.8699999999999999,0.19605913454346038,0.7508974060100059,0.8802778838738151,0.10972212207369184,2,2
0.16596768803181858,0.8699999999999999,0.24163714448680046,0.7053193818133812,0.7313952251807502,0.2586047797949418,2,2
0.2275241892275603,0.7788000000000003,0.31100335908972704,0.6359531672104545,0.49859438920643023,0.49140558402330964,2,2
0.18036614827073136,0.8358000000000002,0.2619832376956939,0.684973302857772,0.6700486386630845,0.3199513591859651,2,2
0.18025890319554702,0.8130000000000001,0.28383865820324944,0.6631178752235745,0.6902985960048177,0.2997014005484789,2,2
0.19018644493662792,0.7788000000000003,0.22395854057540063,0.7229979928514233,0.743386837470013,0.2466131804632104,2,2
0.1895615274004314,0.8585999999999996,0.31338066443153056,0.6335758903752202,0.5455103603570357,0.4444896446186565,2,2
0.1681746027023896,0.8699999999999999,0.18830133407634242,0.7586552064771238,0.8757827065758081,0.11421731718830438,2,2
0.17050040593665577,0.8699999999999999,0.2814699404654296,0.6654866000880366,0.6757235248938851,0.31427648461694296,2,2
0.26010304182301397,0.8244000000000004,0.45781210157767577,0.48914443897579024,0.19442161644230715,0.7955783755758534,2,1
0.18189369139774986,0.8472000000000004,0.20630988148088045,0.7406466376926587,0.8448769219357035,0.14512310895505157,2,2
0.17215765027896215,0.8585999999999996,0.19232024432472555,0.7546362819754558,0.8830812095268913,0.10691882427930832,2,2
