features,XGB_acc,XGB_pre,XGB_rec,XGB_f1,XGB_acc_cv,XGB_acc_cv_std
"(1, 8)",0.6466666666666666,0.6375408696968289,0.6466666666666666,0.6393106145631399,0.6365268909529099,0.01187665667307308
"(1, 9)",0.6433333333333333,0.631158923475025,0.6433333333333333,0.6306394335574396,0.6319736121806011,0.011793595940962763
"(1, 10)",0.6866666666666666,0.6859041217017343,0.6866666666666666,0.6857569742722027,0.6635538186281302,0.010213639041415175
"(1, 11)",0.665,0.6592482304020766,0.665,0.6598196563945531,0.5760157466781453,0.04589101426780842
"(2, 3)",0.51,0.49412553602722825,0.51,0.4972144171083564,0.5422926987718091,0.01273582457716531
"(2, 4)",0.5183333333333333,0.5092050194991372,0.5183333333333333,0.5123612879676442,0.5534814037462815,0.01747540295906057
"(2, 5)",0.48,0.4686609363955527,0.48,0.47161923106800696,0.5121131456028252,0.00950734079211345
"(2, 6)",0.4866666666666667,0.47923844238473046,0.4866666666666667,0.48141841797993173,0.5148569684937719,0.011988628914903467
"(2, 7)",0.4683333333333333,0.4547352899625627,0.4683333333333333,0.45785750197514896,0.512035229946022,0.009234560574768444
"(2, 8)",0.485,0.47505682351836204,0.485,0.47833598467461863,0.5049139410762136,0.010804161622873256
"(2, 9)",0.4633333333333333,0.43715702700077697,0.4633333333333333,0.4394251758428328,0.5029679160580984,0.007929781440755169
"(2, 10)",0.49666666666666665,0.4878011901017478,0.49666666666666665,0.4910657784047704,0.5097782313172406,0.009193547402353466
"(2, 11)",0.5083333333333333,0.49124380120764216,0.5083333333333333,0.4924084140794888,0.4487599784360536,0.04644639156098257
"(3, 4)",0.5383333333333333,0.5282624124364919,0.5383333333333333,0.5315220219710597,0.5581122536671203,0.02064702971077781
"(3, 5)",0.475,0.460908363723597,0.475,0.46420072041852534,0.509544764496416,0.014382328273957414
"(3, 6)",0.485,0.4702741440568476,0.485,0.46970225058502013,0.49787034450070144,0.017410231312015193
"(3, 7)",0.4716666666666667,0.45925663477570766,0.4716666666666667,0.46260355899613237,0.5003606698755151,0.010841392154509605
"(3, 8)",0.48333333333333334,0.4559009403169576,0.48333333333333334,0.45603931660188396,0.49174117131298545,0.013102627975107384
"(3, 9)",0.47333333333333333,0.4598899724931233,0.47333333333333333,0.46389896303195094,0.48596187088435644,0.00961883593225967
"(3, 10)",0.49833333333333335,0.4861822833337197,0.49833333333333335,0.4886124424449747,0.49477611883793954,0.01298829102695391
"(3, 11)",0.5183333333333333,0.4989289669898035,0.5183333333333333,0.49669051255858915,0.4644813598309411,0.03646236729732338
"(4, 5)",0.5166666666666667,0.5048134944006164,0.5166666666666667,0.5068763778892765,0.5448217264331733,0.012302260733998354
"(4, 6)",0.53,0.520337625985637,0.53,0.5225677134436258,0.5099728822773587,0.011352078744536434
"(4, 7)",0.5383333333333333,0.5284209082726398,0.5383333333333333,0.5302166629904548,0.5121128010945519,0.009203440141754626
"(4, 8)",0.5483333333333333,0.5403365202830444,0.5483333333333333,0.5402089829352597,0.5177948214727842,0.008738755837471728
"(4, 9)",0.54,0.5271863740583033,0.54,0.5244487267944907,0.5100699048930017,0.007277375446165864
"(4, 10)",0.53,0.5241443573400634,0.53,0.5253616010568792,0.5129496874060647,0.009932230448270785
"(4, 11)",0.5316666666666666,0.5251531285253592,0.5316666666666666,0.5271247710478915,0.48477664506486223,0.04437829438127478
"(5, 6)",0.45,0.45014398438482206,0.45,0.44848451133609124,0.451403806854276,0.005938221567998412
"(5, 7)",0.45,0.44660540614486216,0.45,0.44627457333008297,0.44348429231564834,0.008349846967722185
"(5, 8)",0.435,0.43135949731082596,0.435,0.432562211151019,0.4392037278066635,0.006993194572433784
"(5, 9)",0.43333333333333335,0.4347347347347348,0.43333333333333335,0.4307927088507892,0.4265171538619378,0.00593327454003065
"(5, 10)",0.455,0.4664049419377946,0.455,0.44976212424609846,0.4560930566061165,0.007603435636734608
"(5, 11)",0.4633333333333333,0.45805749805749807,0.4633333333333333,0.45189752286354545,0.42731677649287547,0.057436218738621724
"(6, 7)",0.4216666666666667,0.41396821043423393,0.4216666666666667,0.41282025503108294,0.43568250117549245,0.01565579070645808
"(6, 8)",0.4266666666666667,0.4175793802659474,0.4266666666666667,0.41270500234625096,0.43142116477111403,0.014662809039298294
"(6, 9)",0.42,0.41016869323239397,0.42,0.4059036272736943,0.43293910608053315,0.017344901694501307
"(6, 10)",0.4583333333333333,0.4688582296920646,0.4583333333333333,0.45291594230960946,0.43311366577245947,0.013461107608362461
"(6, 11)",0.45166666666666666,0.43008739076154806,0.45166666666666666,0.42823413904598995,0.39700088133545036,0.03763677201668095
"(7, 8)",0.41,0.40504424067378525,0.41,0.3960236980249857,0.41920090738179017,0.006465380236109503
"(7, 9)",0.39666666666666667,0.38781641493970265,0.39666666666666667,0.37482517427911594,0.4129160126688185,0.006964044750551211
"(7, 10)",0.47,0.47619747958500236,0.47,0.4624994338218903,0.43961244712176584,0.006524175916255328
"(7, 11)",0.4683333333333333,0.45466282978382744,0.4683333333333333,0.4514464729561689,0.4069824785363775,0.04586188915376041
"(8, 9)",0.41,0.41241917857022503,0.41,0.38968693148218175,0.37351443489664365,0.011325038295561356
"(8, 10)",0.4666666666666667,0.4914325194365085,0.4666666666666667,0.43055103385357113,0.44451599994851304,0.009106936072120783
"(8, 11)",0.42833333333333334,0.41465406292992496,0.42833333333333334,0.3734227570895598,0.40680731311561924,0.029610241611060673
"(9, 10)",0.46166666666666667,0.340749297622613,0.46166666666666667,0.368154447626373,0.4441072124889171,0.004258051288787772
"(9, 11)",0.41333333333333333,0.3427271129011636,0.41333333333333333,0.33742768384661087,0.39361447101322533,0.032603582238747396
"(10, 11)",0.495,0.4809492812974916,0.495,0.45362608983436153,0.427879063210075,0.04144243703889044
