features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
"(0, 1)",0.725,0.7374275363144577,0.725,0.7295823824350521,0.7580033209083207,0.02161402889576529
"(0, 2)",0.6916666666666667,0.7001260272999982,0.6916666666666667,0.6946793856769525,0.7431176825117758,0.016874422838613137
"(0, 3)",0.69,0.6980892614005956,0.69,0.6927319434503342,0.7358404373967895,0.016400343310342236
"(0, 4)",0.7216666666666667,0.7319856366654018,0.7216666666666667,0.7255615371782033,0.7427867842083465,0.01443278306697973
"(0, 5)",0.6866666666666666,0.6976878639516337,0.6866666666666666,0.6907108118266125,0.7430400507903625,0.019009090866838142
"(0, 6)",0.7216666666666667,0.7221680200379752,0.7216666666666667,0.7207884314267293,0.6980917838184085,0.012044703114116173
"(0, 7)",0.7033333333333334,0.7072941898176339,0.7033333333333334,0.7050021336462835,0.7117901217742102,0.009842676565463301
"(0, 8)",0.7033333333333334,0.7060921717171716,0.7033333333333334,0.7044948068699229,0.7041238700317932,0.011985242589680305
"(0, 9)",0.7033333333333334,0.6968557334759112,0.7033333333333334,0.6993110048070558,0.6969436172460084,0.008477264879308262
"(0, 10)",0.7233333333333334,0.7211364981940606,0.7233333333333334,0.722131326083189,0.6999400782753084,0.008663809218846387
"(0, 11)",0.7083333333333334,0.7162990273313585,0.7083333333333334,0.7111933112567227,0.6880928665586955,0.043874159373696625
"(1, 2)",0.6466666666666666,0.6549383925461513,0.6466666666666666,0.6484309247733766,0.7014191923666052,0.017062001414530258
"(1, 3)",0.6633333333333333,0.6745882778309115,0.6633333333333333,0.6669107054499677,0.6964962145733814,0.01348647357914786
"(1, 4)",0.6583333333333333,0.6683087027914614,0.6583333333333333,0.6612906275470259,0.7025283575738441,0.018797854909439828
"(1, 5)",0.6716666666666666,0.6761615394513953,0.6716666666666666,0.6724044967654648,0.6876819704056036,0.016382688130436706
"(1, 6)",0.6483333333333333,0.6449626441741783,0.6483333333333333,0.6409429010375476,0.6635153434898915,0.01689799443986543
"(1, 7)",0.6766666666666666,0.6705294356827803,0.6766666666666666,0.6705401269676667,0.6665307562600182,0.012653000602258619
"(1, 8)",0.6583333333333333,0.6575319782789969,0.6583333333333333,0.6570740046114248,0.6498557305354719,0.014759766482222271
"(1, 9)",0.62,0.6063077245457316,0.62,0.6085842540444998,0.6403795686150691,0.01275064946832213
"(1, 10)",0.6666666666666666,0.6674381603505316,0.6666666666666666,0.6668978664597996,0.6687684699971153,0.01099520843581066
"(1, 11)",0.655,0.6634340919657938,0.655,0.6580903750292179,0.5854332248321563,0.05089619495956865
"(2, 3)",0.4816666666666667,0.4981520348390463,0.4816666666666667,0.4840103439651133,0.6368776798768553,0.020025691576138205
"(2, 4)",0.485,0.5016870170377601,0.485,0.48890786570386313,0.6424041453052608,0.02424958589388104
"(2, 5)",0.435,0.44698430315522436,0.435,0.4368115905315,0.6015610729880527,0.01142450343418778
"(2, 6)",0.47,0.46368438428524267,0.47,0.4649418674178309,0.5708375980428901,0.01710888896464457
"(2, 7)",0.44,0.4481975423679459,0.44,0.44065125348933504,0.5888359254741531,0.017676758159012363
"(2, 8)",0.4583333333333333,0.4687831198029057,0.4583333333333333,0.4603335587108406,0.577336368034781,0.01941513365606663
"(2, 9)",0.44166666666666665,0.43515333686508456,0.44166666666666665,0.43673736107797423,0.5494138854248771,0.012399796054959424
"(2, 10)",0.45166666666666666,0.45286259409763724,0.45166666666666666,0.4521206948202407,0.5549400177024251,0.011617099599011074
"(2, 11)",0.47833333333333333,0.48985258768416834,0.47833333333333333,0.48135681232861033,0.5331299863786729,0.04394367393423811
"(3, 4)",0.5216666666666666,0.536485208118335,0.5216666666666666,0.5264757764757765,0.6360803135858164,0.028664758705126598
"(3, 5)",0.425,0.4383159831156763,0.425,0.42517139574851937,0.6057058141639087,0.020073221265735776
"(3, 6)",0.47,0.45928596475848166,0.47,0.4585263835263836,0.5380894896204579,0.013702906481525492
"(3, 7)",0.46166666666666667,0.4586845860540573,0.46166666666666667,0.4597452308402387,0.5584814302469178,0.017814348989179798
"(3, 8)",0.43833333333333335,0.43671656765280226,0.43833333333333335,0.43746074045874184,0.5521576288139147,0.014419898744068812
"(3, 9)",0.445,0.4300249247850552,0.445,0.4347541397554748,0.5130470734590069,0.010737954499865018
"(3, 10)",0.465,0.4611694513729021,0.465,0.4625094449073664,0.5217446428963529,0.010431685504343669
"(3, 11)",0.46,0.4649625949579314,0.46,0.4605461404705617,0.5367872634912847,0.04289030044437197
"(4, 5)",0.49666666666666665,0.5091685044996879,0.49666666666666665,0.4991002438583534,0.6121852803350892,0.018058201219043276
"(4, 6)",0.49166666666666664,0.48332908921144213,0.49166666666666664,0.48623745696916426,0.5461839310741163,0.011739542834836717
"(4, 7)",0.48833333333333334,0.4776378527622519,0.48833333333333334,0.4814825322052958,0.5600185693745018,0.014026752945177181
"(4, 8)",0.48833333333333334,0.4938623853341502,0.48833333333333334,0.4907889692128474,0.5674126709385693,0.014214534819647377
"(4, 9)",0.525,0.5251113070091009,0.525,0.5245487584199601,0.5295276602285264,0.007737149359928279
"(4, 10)",0.5133333333333333,0.5156596929042749,0.5133333333333333,0.5142078516716174,0.5257721036129454,0.006798462349581693
"(4, 11)",0.49166666666666664,0.4977894104716906,0.49166666666666664,0.49422420384066584,0.5574130457332839,0.04195488561021973
"(5, 6)",0.42833333333333334,0.4226111662804811,0.42833333333333334,0.4232273740031656,0.46895533734174394,0.01009587181953215
"(5, 7)",0.44,0.4409480909480909,0.44,0.4389784041050796,0.4805128781735458,0.008752421933137937
"(5, 8)",0.44166666666666665,0.4436413128950548,0.44166666666666665,0.44237131628435983,0.47524011469475436,0.008179498373492052
"(5, 9)",0.41833333333333333,0.42472555210281876,0.41833333333333333,0.415867701724286,0.43760806013070114,0.007741432006980842
"(5, 10)",0.45666666666666667,0.4733154645363711,0.45666666666666667,0.4610199297217625,0.4639731571268162,0.00905768575098515
"(5, 11)",0.43666666666666665,0.4403742846086602,0.43666666666666665,0.4358963943709216,0.5186731396363962,0.06571995940027452
"(6, 7)",0.42333333333333334,0.4170718373418432,0.42333333333333334,0.41203323090370264,0.43336695128350156,0.01272249870793296
"(6, 8)",0.42833333333333334,0.41654624682147623,0.42833333333333334,0.40976712256910947,0.4304092909716875,0.013554787576732156
"(6, 9)",0.42,0.41016869323239397,0.42,0.4059036272736943,0.43293910608053315,0.017344901694501307
"(6, 10)",0.455,0.47443495465991836,0.455,0.45794278308519665,0.43173213459597515,0.011800269308691663
"(6, 11)",0.43333333333333335,0.4161772665617366,0.43333333333333335,0.4145219649754157,0.4003677152589907,0.0391669345756421
"(7, 8)",0.41,0.4026554139259057,0.41,0.40231864724765337,0.4206603428576621,0.008573608131195532
"(7, 9)",0.4116666666666667,0.399764237011428,0.4116666666666667,0.3368048071367129,0.4118846911880841,0.006564685534275229
"(7, 10)",0.4633333333333333,0.47697436687329015,0.4633333333333333,0.4669955798451105,0.43897031777291684,0.006522347854320485
"(7, 11)",0.45666666666666667,0.44722899976438685,0.45666666666666667,0.44511807262801256,0.42447560540703844,0.036030517882687005
"(8, 9)",0.41,0.41241917857022503,0.41,0.38968693148218175,0.37331984450940886,0.011146731599251869
"(8, 10)",0.4666666666666667,0.4914325194365085,0.4666666666666667,0.43055103385357113,0.4443019656657755,0.009123265019685413
"(8, 11)",0.4116666666666667,0.40565313427236194,0.4116666666666667,0.3996516896254773,0.4126267052213068,0.03438214857886245
"(9, 10)",0.46166666666666667,0.340749297622613,0.46166666666666667,0.368154447626373,0.4441072124889171,0.004258051288787772
"(9, 11)",0.41333333333333333,0.38031319736834157,0.41333333333333333,0.3668493988352861,0.39180606001409835,0.03113949326523523
"(10, 11)",0.495,0.4812547764324414,0.495,0.46417401909502853,0.43046702071516896,0.04070372488770158
