features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
0.0,0.6983333333333334,0.6976481230212573,0.6983333333333334,0.6979828485737081,0.6949589618716414,0.00940174488162811
1.0,0.6166666666666667,0.6145029429765242,0.6166666666666667,0.6149187063268209,0.6344253904868773,0.00971516968224167
2.0,0.44666666666666666,0.4366234193381339,0.44666666666666666,0.4385510552279218,0.5297419708750433,0.01075258321379693
3.0,0.4633333333333333,0.4531763243421737,0.4633333333333333,0.4559252054732257,0.49629387464290387,0.010255157249042867
4.0,0.5283333333333333,0.5248307432234524,0.5283333333333333,0.5262404247820094,0.5189035513124252,0.005403937976446081
5.0,0.42333333333333334,0.42422608132887496,0.42333333333333334,0.4158842854156213,0.4169047256691979,0.006044371324888154
6.0,0.42333333333333334,0.41722910508076744,0.42333333333333334,0.4130283110342931,0.41820907563508775,0.012171720914168039
7.0,0.405,0.4370350989398609,0.405,0.32723579885130777,0.40742883254096424,0.007203773183597773
8.0,0.4066666666666667,0.40421102680135607,0.4066666666666667,0.38836444653809216,0.37125740598142076,0.012319114244532789
9.0,0.35333333333333333,0.2502642491259452,0.35333333333333333,0.25282828862247203,0.3533360174692195,0.0024434544917219044
10.0,0.46166666666666667,0.340749297622613,0.46166666666666667,0.368154447626373,0.4441072124889171,0.004258051288787772
11.0,0.43,0.4308059950549179,0.43,0.3942361930810379,0.3847814000361923,0.03118432662337221
