features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
"[0, 1, 3, 5, 6, 10, 11]",0.7416666666666667,0.7517028554212862,0.7416666666666667,0.7453520594082842,0.7459990323481911,0.038375384301330015
"[0, 1, 3, 4, 5, 10, 11]",0.7466666666666667,0.755026455026455,0.7466666666666667,0.7497646555412923,0.7501240570505701,0.03754765652690783
"[0, 1, 2, 3, 4, 10, 11]",0.7383333333333333,0.7478743987077763,0.7383333333333333,0.7417963671005033,0.751194289037141,0.03951180249705831
"[0, 1, 2, 3, 5, 10, 11]",0.735,0.7426257952573742,0.735,0.7379510746425325,0.7504353070250158,0.03624279702032729
"[0, 1, 3, 6, 8, 10, 11]",0.74,0.7472790757910672,0.74,0.7428577106431213,0.7431387467319037,0.038553536631901496
"[0, 1, 6, 8, 9, 10, 11]",0.735,0.741600668690158,0.735,0.7376257809684009,0.7363480646585242,0.04071274518695073
"[0, 1, 6, 7, 8, 9, 10]",0.7366666666666667,0.7407344733330158,0.7366666666666667,0.7383229319082698,0.7597930943884523,0.014571032654768076
"[0, 1, 2, 3, 8, 10, 11]",0.73,0.7349793680913226,0.73,0.7319479287749324,0.7457848125609988,0.03616643381254037
"[0, 1, 2, 6, 8, 10, 11]",0.7316666666666667,0.7369933001020541,0.7316666666666667,0.7335465636791887,0.7430997453667423,0.03800610349954003
"[0, 1, 3, 8, 9, 10, 11]",0.7333333333333333,0.7425461448545584,0.7333333333333333,0.7367521348248663,0.7429831198517782,0.03816418325820138
