features,XGB_acc,XGB_pre,XGB_rec,XGB_f1,XGB_acc_cv,XGB_acc_cv_std
"[0, 1, 2, 3, 5, 6, 10, 11]",0.745,0.7423894113549285,0.745,0.743299875417051,0.7108385899238524,0.03970772919509115
"[0, 1, 2, 3, 4, 6, 10, 11]",0.7383333333333333,0.7369133328323187,0.7383333333333333,0.7373973282307501,0.7094181823137781,0.03910838750906936
"[0, 1, 2, 3, 4, 9, 10, 11]",0.7466666666666667,0.7462359129704921,0.7466666666666667,0.7461703503221877,0.7104105251441823,0.038891736128582696
"[0, 1, 2, 3, 5, 9, 10, 11]",0.7433333333333333,0.7415077721440643,0.7433333333333333,0.742163774314449,0.7110525484904858,0.03807517933005379
"[0, 1, 3, 4, 5, 6, 9, 11]",0.745,0.7438086718809704,0.745,0.7441450714720597,0.7107607045534909,0.038026400287648573
"[0, 1, 3, 4, 6, 9, 10, 11]",0.7433333333333333,0.7425850769600769,0.7433333333333333,0.7427190290259994,0.710001919403236,0.03850845121200743
"[0, 1, 3, 4, 8, 9, 10, 11]",0.745,0.7436652972268845,0.745,0.7441040464235019,0.7094571117486408,0.03937488730590874
"[0, 1, 2, 6, 8, 9, 10, 11]",0.745,0.7447248160270398,0.745,0.7445355409987865,0.7056238855535945,0.03907269735124869
"[0, 1, 2, 3, 5, 8, 10, 11]",0.7466666666666667,0.7439661678468358,0.7466666666666667,0.7448516632799107,0.710468906046158,0.03893771004335976
"[0, 1, 3, 4, 5, 6, 10, 11]",0.745,0.7428433319522428,0.745,0.7436298769215333,0.7101185865620574,0.037954775837621406
