features,RF_acc,RF_pre,RF_rec,RF_f1,RF_acc_cv,RF_acc_cv_std
"(0, 3, 4, 5)",0.7,0.7108817282004116,0.7,0.7040616306177537,0.752068295168631,0.015407535231853986
"(0, 3, 4, 6)",0.6966666666666667,0.7162279574755294,0.6966666666666667,0.702863753293159,0.7563492155433046,0.01767627535531287
"(0, 3, 4, 7)",0.7116666666666667,0.7229927417139752,0.7116666666666667,0.7158496864860926,0.7523017468462351,0.015141559921732526
"(0, 3, 4, 8)",0.7033333333333334,0.7153893994244872,0.7033333333333334,0.7077127661797588,0.7502588052150224,0.016743552930444803
"(0, 3, 4, 9)",0.7016666666666667,0.7136655592469545,0.7016666666666667,0.7060285369118752,0.7521461086086938,0.016240776656185184
"(0, 3, 4, 10)",0.705,0.7134260204103058,0.705,0.708189002658521,0.7530994727887681,0.015103151107627246
"(0, 3, 4, 11)",0.72,0.7352106917717779,0.72,0.7249620746405405,0.7243036919929463,0.04036471806236158
"(0, 3, 5, 6)",0.69,0.7042407660738714,0.69,0.6947574080104201,0.755376085674286,0.015297607599713436
"(0, 3, 5, 7)",0.7,0.7128105093114694,0.7,0.7042635556776929,0.7557264240874128,0.017529360600412935
"(0, 3, 5, 8)",0.7016666666666667,0.7148847023972568,0.7016666666666667,0.7064273567316163,0.7491495642916796,0.017255718561634582
"(0, 3, 5, 9)",0.7,0.7107158061181049,0.7,0.7035592098002428,0.7507257123560352,0.017660941524221936
"(0, 3, 5, 10)",0.7,0.7097664130027872,0.7,0.7035150426109791,0.7502587484279444,0.016340387665406058
"(0, 3, 5, 11)",0.7,0.7198170951899466,0.7,0.7057600285635304,0.722377398591529,0.04257038130433239
"(0, 3, 6, 7)",0.6983333333333334,0.7125709795775677,0.6983333333333334,0.7030790580611735,0.7542086114953703,0.01747418341505733
"(0, 3, 6, 8)",0.7116666666666667,0.7279864399048394,0.7116666666666667,0.7171505918200789,0.7515235367295034,0.018472824039219574
"(0, 3, 6, 9)",0.6983333333333334,0.7140186202686203,0.6983333333333334,0.7033965213101921,0.7516403742495588,0.018312766679897074
"(0, 3, 6, 10)",0.6933333333333334,0.7024629747250198,0.6933333333333334,0.6968694433067509,0.748235012186507,0.015818764964616684
"(0, 3, 6, 11)",0.7266666666666667,0.7397557673121169,0.7266666666666667,0.7307765541461195,0.7147111089910603,0.04410606379598092
"(0, 3, 7, 8)",0.7033333333333334,0.7149441502137311,0.7033333333333334,0.7073542934789924,0.7478848252055881,0.017218386113304132
"(0, 3, 7, 9)",0.7,0.7083846126945507,0.7,0.7030355305069421,0.7479238227849443,0.016927936307134198
"(0, 3, 7, 10)",0.7133333333333334,0.72416491284874,0.7133333333333334,0.7169703012175593,0.7466200293324186,0.01650168287430511
"(0, 3, 7, 11)",0.725,0.7364553529859883,0.725,0.7287679206238716,0.716851360959111,0.04472687849804059
"(0, 3, 8, 9)",0.695,0.7060778727445395,0.695,0.699048891242258,0.7444602804675924,0.017609913440917516
"(0, 3, 8, 10)",0.7133333333333334,0.7224093949939727,0.7133333333333334,0.7167058344768914,0.7470092631081612,0.01718919676010583
"(0, 3, 8, 11)",0.7116666666666667,0.7199182655984228,0.7116666666666667,0.7144465262281353,0.712317643442266,0.0433316475649141
"(0, 3, 9, 10)",0.6966666666666667,0.7062732246512301,0.6966666666666667,0.7001218584224034,0.7435066702101805,0.0150303402531371
"(0, 3, 9, 11)",0.72,0.7320148866193527,0.72,0.7235550829316798,0.7110529535716422,0.043311543492949335
"(0, 3, 10, 11)",0.715,0.7262493517759941,0.715,0.7185046406011522,0.7148081391783137,0.0429143320532117
"(0, 4, 5, 6)",0.6816666666666666,0.6943394172143479,0.6816666666666666,0.6861268532657219,0.7572635102137238,0.01683066252381947
"(0, 4, 5, 7)",0.7033333333333334,0.7166057968367979,0.7033333333333334,0.7081241273939043,0.751484683010745,0.01692126853543057
"(0, 4, 5, 8)",0.71,0.7213029466302825,0.71,0.71410016403645,0.7487606295945478,0.018510085558358556
"(0, 4, 5, 9)",0.6983333333333334,0.7061427635722488,0.6983333333333334,0.7013168541480768,0.7509398109974612,0.01650579672880285
"(0, 4, 5, 10)",0.695,0.7036450394020861,0.695,0.6983084529448655,0.7503365694396176,0.01774728524572364
"(0, 4, 5, 11)",0.7083333333333334,0.719889419704711,0.7083333333333334,0.7123411532594851,0.7253934360195136,0.043540107282167576
"(0, 4, 6, 7)",0.7083333333333334,0.7223778264746527,0.7083333333333334,0.7130305479950408,0.7518543820316599,0.01821152343280316
"(0, 4, 6, 8)",0.7016666666666667,0.7172489156294825,0.7016666666666667,0.7068574727895315,0.7472623441857225,0.019079601331408822
"(0, 4, 6, 9)",0.6916666666666667,0.7082338295256544,0.6916666666666667,0.6973435629224878,0.7497140278468688,0.01844828312409213
"(0, 4, 6, 10)",0.7016666666666667,0.7114521403373157,0.7016666666666667,0.7051742648498218,0.7500837155103682,0.01805644344823017
"(0, 4, 6, 11)",0.7216666666666667,0.7336414205705335,0.7216666666666667,0.7259277059958484,0.7159757572178268,0.04360393432004222
"(0, 4, 7, 8)",0.7133333333333334,0.7284924606129046,0.7133333333333334,0.7185724033803115,0.7473207553741398,0.018949496232570348
"(0, 4, 7, 9)",0.7133333333333334,0.7231216398451086,0.7133333333333334,0.7171533025970699,0.7461531032623798,0.015946251369547842
"(0, 4, 7, 10)",0.71,0.7226036905443778,0.71,0.7144713408927926,0.7456861696207304,0.017022141377726646
"(0, 4, 7, 11)",0.715,0.726895693822522,0.715,0.7193721731795638,0.7181745793781134,0.0437362489914525
"(0, 4, 8, 9)",0.7183333333333334,0.7305598803123555,0.7183333333333334,0.7227392833151978,0.744518774943724,0.017685938565008184
"(0, 4, 8, 10)",0.7016666666666667,0.7161440058256496,0.7016666666666667,0.7067516612614114,0.7444408592869208,0.016722789292753032
"(0, 4, 8, 11)",0.7133333333333334,0.7296928747818404,0.7133333333333334,0.7187598843459193,0.7148277004337775,0.043461462820081995
"(0, 4, 9, 10)",0.705,0.7117051275759624,0.705,0.7074667493436783,0.7417361324062655,0.014277450376887912
"(0, 4, 9, 11)",0.7183333333333334,0.7343353966981053,0.7183333333333334,0.723524734377819,0.7094378457859823,0.04226736727479692
"(0, 4, 10, 11)",0.72,0.7342570741951547,0.72,0.7246682581506526,0.7128623943097834,0.042598409965969405
"(0, 5, 6, 7)",0.6883333333333334,0.7011892668551922,0.6883333333333334,0.6925608636113912,0.7497334982430077,0.019873518965100742
"(0, 5, 6, 8)",0.6983333333333334,0.714835007759536,0.6983333333333334,0.703834415432136,0.7485464628086282,0.019280727476233293
"(0, 5, 6, 9)",0.6866666666666666,0.7017007227997476,0.6866666666666666,0.6915083438749262,0.7458224169640417,0.020496871598913568
"(0, 5, 6, 10)",0.6816666666666666,0.692458302677263,0.6816666666666666,0.6853400624910073,0.7479044243191041,0.020573450322593157
"(0, 5, 6, 11)",0.7016666666666667,0.7167505746315868,0.7016666666666667,0.7063094232222689,0.7221244310881236,0.04451412810745827
"(0, 5, 7, 8)",0.6966666666666667,0.7083056478405315,0.6966666666666667,0.7008665556535084,0.7462700467849807,0.02059574718085403
"(0, 5, 7, 9)",0.6933333333333334,0.7033524873727998,0.6933333333333334,0.6969907530548654,0.7469315670280596,0.019075443335824633
"(0, 5, 7, 10)",0.695,0.7079489981637167,0.695,0.6995648312546948,0.7488189574952507,0.018584520552644743
"(0, 5, 7, 11)",0.7033333333333334,0.717041397840725,0.7033333333333334,0.708107980598585,0.7214628692011875,0.04475947663746815
"(0, 5, 8, 9)",0.6966666666666667,0.7058820086615697,0.6966666666666667,0.699887752819722,0.7439739218594663,0.018322062840293443
"(0, 5, 8, 10)",0.6966666666666667,0.708379528568755,0.6966666666666667,0.7007718616737065,0.7437405421121615,0.01977459394456451
"(0, 5, 8, 11)",0.71,0.721355746268027,0.71,0.7140300921572316,0.7123957294603032,0.0472819886352749
"(0, 5, 9, 10)",0.6933333333333334,0.7003098674397598,0.6933333333333334,0.6957287238623109,0.7430983181181823,0.01931519146154301
"(0, 5, 9, 11)",0.7083333333333334,0.720567992465406,0.7083333333333334,0.7123785777362214,0.7133685110352437,0.04578774037374826
"(0, 5, 10, 11)",0.6966666666666667,0.7087990142784664,0.6966666666666667,0.7004519663914032,0.7150417385023202,0.044593434234366715
"(0, 6, 7, 8)",0.7133333333333334,0.7302382964394839,0.7133333333333334,0.7187037435339236,0.7407243835384104,0.01963798943282332
"(0, 6, 7, 9)",0.705,0.7146258311957414,0.705,0.708563567306816,0.7320460384198655,0.01706550435483024
"(0, 6, 7, 10)",0.7216666666666667,0.7283935344812774,0.7216666666666667,0.7242818946242644,0.7314624149045635,0.016698468410537265
"(0, 6, 7, 11)",0.7066666666666667,0.7233083894122008,0.7066666666666667,0.7120278011413533,0.70937980939228,0.04729957675663393
"(0, 6, 8, 9)",0.7166666666666667,0.7282310167927899,0.7166666666666667,0.7203200942895318,0.7306257443839473,0.018956467976117688
"(0, 6, 8, 10)",0.715,0.7260806216610005,0.715,0.7187528324118553,0.7311899618617985,0.01693883771307246
"(0, 6, 8, 11)",0.7133333333333334,0.7275031011873118,0.7133333333333334,0.7181353068975895,0.707161531979075,0.047006750032965915
"(0, 6, 9, 10)",0.7083333333333334,0.7088669066554203,0.7083333333333334,0.7081210858910534,0.7139110547783298,0.011538075317390392
"(0, 6, 9, 11)",0.7116666666666667,0.7240843666542073,0.7116666666666667,0.7158039354249814,0.7019857456862644,0.04536485630087554
"(0, 6, 10, 11)",0.71,0.7190317993263295,0.71,0.7129248141034455,0.7022581267987308,0.04546921710817937
"(0, 7, 8, 9)",0.6966666666666667,0.7069252192551481,0.6966666666666667,0.7004250832359987,0.7357820299941775,0.017447523230147362
"(0, 7, 8, 10)",0.705,0.7169448000505074,0.705,0.7091706590513275,0.7344393676796723,0.017124622257513846
"(0, 7, 8, 11)",0.7116666666666667,0.7257363347485914,0.7116666666666667,0.7164371322578963,0.708854631137642,0.04890760735772769
"(0, 7, 9, 10)",0.695,0.7000152809277936,0.695,0.6968162228844244,0.7244962039731269,0.013170955993695575
"(0, 7, 9, 11)",0.7216666666666667,0.7342219301308249,0.7216666666666667,0.7260856762471251,0.7061497679679993,0.0448561078825312
"(0, 7, 10, 11)",0.725,0.7351456732890433,0.725,0.72826055207423,0.7084651020690939,0.044087236712731084
"(0, 8, 9, 10)",0.71,0.7202480053130998,0.71,0.7137282568317052,0.7211885800429008,0.015285181208777929
"(0, 8, 9, 11)",0.7,0.7165731743452983,0.7,0.705624776680712,0.7037562872759844,0.04327166113541428
"(0, 8, 10, 11)",0.7116666666666667,0.7236432874482542,0.7116666666666667,0.7158504550145417,0.7035227863829131,0.043487084401346764
"(0, 9, 10, 11)",0.715,0.723802729528536,0.715,0.7176932336483756,0.7006624099073007,0.04405158473464949
"(1, 2, 3, 4)",0.6766666666666666,0.6856750255335161,0.6766666666666666,0.6801792459446733,0.7237177515648626,0.013343747124666369
"(1, 2, 3, 5)",0.6566666666666666,0.6739539213974869,0.6566666666666666,0.6626908263089788,0.7203125560772394,0.012952244958331811
"(1, 2, 3, 6)",0.6516666666666666,0.6656049854404903,0.6516666666666666,0.6565262416908542,0.7179778613683567,0.016103932448239083
"(1, 2, 3, 7)",0.665,0.6745169040639252,0.665,0.6675351919730947,0.7187754207354609,0.013667826552735924
"(1, 2, 3, 8)",0.6566666666666666,0.6676234005279669,0.6566666666666666,0.6602674732462197,0.7161290709709758,0.015299599804675053
"(1, 2, 3, 9)",0.6566666666666666,0.6642826674525977,0.6566666666666666,0.6589130209700313,0.7139303093835725,0.013849806062278187
"(1, 2, 3, 10)",0.6733333333333333,0.6803856231286854,0.6733333333333333,0.6758298164032226,0.7195731012483313,0.01267505924105619
"(1, 2, 3, 11)",0.6683333333333333,0.6885707532330756,0.6683333333333333,0.6751859510065765,0.6738687673342556,0.042891284389988175
"(1, 2, 4, 5)",0.6533333333333333,0.6692134461539506,0.6533333333333333,0.6590034220591197,0.7185225289481594,0.01588219337986353
"(1, 2, 4, 6)",0.6633333333333333,0.6796629314849454,0.6633333333333333,0.6684714755825737,0.7188339947135016,0.017653173641905228
"(1, 2, 4, 7)",0.6633333333333333,0.678903457721035,0.6633333333333333,0.6686030282340197,0.7229395755203779,0.016544647691954465
"(1, 2, 4, 8)",0.655,0.6692908972320737,0.655,0.6596857521028137,0.7203322460500801,0.016555234925688403
"(1, 2, 4, 9)",0.6616666666666666,0.669579007338248,0.6616666666666666,0.6643189219278302,0.7182112827595188,0.015292890746717604
"(1, 2, 4, 10)",0.67,0.6833157172163724,0.67,0.6746023007353478,0.7223362961044821,0.014133416398382644
"(1, 2, 4, 11)",0.655,0.6741527722391675,0.655,0.6612264176437181,0.6745109269695462,0.042735892026361084
"(1, 2, 5, 6)",0.6516666666666666,0.6697810524916876,0.6516666666666666,0.6578441053294422,0.7130354623944613,0.018457465971418455
"(1, 2, 5, 7)",0.6683333333333333,0.6864858346058376,0.6683333333333333,0.6743822458339283,0.7139302601681049,0.0181536444060222
"(1, 2, 5, 8)",0.6566666666666666,0.6683639282216676,0.6566666666666666,0.6605318980061602,0.7091243508290535,0.017939546764817113
"(1, 2, 5, 9)",0.6466666666666666,0.6618178955886278,0.6466666666666666,0.6518979059543142,0.708345951422062,0.017099069777093207
"(1, 2, 5, 10)",0.6816666666666666,0.6930023767569943,0.6816666666666666,0.6852779848800672,0.7116537532851324,0.01858401980195545
"(1, 2, 5, 11)",0.6516666666666666,0.6786271231683503,0.6516666666666666,0.660338392220946,0.665930187480645,0.04290426889640959
"(1, 2, 6, 7)",0.6483333333333333,0.6574729437229437,0.6483333333333333,0.6510952763281145,0.7103112764750822,0.015888634472409086
"(1, 2, 6, 8)",0.655,0.6685756193201818,0.655,0.6600915920559355,0.7049799390182498,0.016891244560596517
"(1, 2, 6, 9)",0.645,0.6569105097375209,0.645,0.6491591587758933,0.7055248337463647,0.017635964717111388
"(1, 2, 6, 10)",0.6683333333333333,0.6838790054656521,0.6683333333333333,0.6734812569012365,0.7083850057884962,0.01724638353395751
"(1, 2, 6, 11)",0.6616666666666666,0.6847762181198562,0.6616666666666666,0.668923277317438,0.6582057176258761,0.04517510696680161
"(1, 2, 7, 8)",0.65,0.6649645416399578,0.65,0.6552896432715799,0.7114593408307419,0.015099879695743525
"(1, 2, 7, 9)",0.6466666666666666,0.6565468077170853,0.6466666666666666,0.649486036838978,0.7088908650792027,0.016166506720977483
"(1, 2, 7, 10)",0.665,0.674074074074074,0.665,0.6685494223363286,0.7112452838331732,0.016030329176411545
"(1, 2, 7, 11)",0.6666666666666666,0.6797188910747624,0.6666666666666666,0.6709974909729909,0.6687126596568698,0.04376504067707473
"(1, 2, 8, 9)",0.6583333333333333,0.6697930524759793,0.6583333333333333,0.6623139329805997,0.700776907799743,0.015706328396386388
"(1, 2, 8, 10)",0.6716666666666666,0.6858821362490611,0.6716666666666666,0.676862101412443,0.7077623316925653,0.016681125598594103
"(1, 2, 8, 11)",0.665,0.6862187953899265,0.665,0.6719780253664023,0.6510256389871305,0.04596417440005333
"(1, 2, 9, 10)",0.66,0.6690490083887143,0.66,0.6634266418800344,0.7052133452661913,0.016616534294578718
"(1, 2, 9, 11)",0.6583333333333333,0.675729901757299,0.6583333333333333,0.6638518710395651,0.6486322945841028,0.04352525979284681
"(1, 2, 10, 11)",0.6783333333333333,0.694058229352347,0.6783333333333333,0.6838413326218205,0.6622913775257946,0.04279877301776428
"(1, 3, 4, 5)",0.6716666666666666,0.6911146367093504,0.6716666666666666,0.6780946258284735,0.7185029904075269,0.012808640145763758
"(1, 3, 4, 6)",0.68,0.6932683094508442,0.68,0.6848912074910098,0.7153703918232666,0.015934340690641455
"(1, 3, 4, 7)",0.685,0.6959234314073024,0.685,0.6887779188413975,0.7178802557387127,0.012125169517865828
"(1, 3, 4, 8)",0.6733333333333333,0.6835294711016335,0.6733333333333333,0.6771107953543275,0.7147865979467307,0.01447229601433357
"(1, 3, 4, 9)",0.6716666666666666,0.6844985965710528,0.6716666666666666,0.6762306917652745,0.7142419909398111,0.014915875993655755
"(1, 3, 4, 10)",0.675,0.6886722368728707,0.675,0.679968886984181,0.7185420485597661,0.014135028523511632
"(1, 3, 4, 11)",0.6566666666666666,0.6704426544666975,0.6566666666666666,0.6618507051943584,0.6732851324615381,0.04326515847823447
"(1, 3, 5, 6)",0.6783333333333333,0.6926521609633977,0.6783333333333333,0.6833135790685432,0.7124711957011425,0.013054062160140054
"(1, 3, 5, 7)",0.6666666666666666,0.6820692414140187,0.6666666666666666,0.6718507469143877,0.7141055202339931,0.012263955755041066
"(1, 3, 5, 8)",0.6683333333333333,0.68441190234516,0.6683333333333333,0.6738919928037774,0.7043765422423929,0.013654401019105044
"(1, 3, 5, 9)",0.645,0.6575468134477362,0.645,0.6496096127202808,0.7067893078260923,0.013093038277562957
"(1, 3, 5, 10)",0.6783333333333333,0.6938659059095378,0.6783333333333333,0.6832390014014835,0.7128797635840369,0.012392427586651458
"(1, 3, 5, 11)",0.6616666666666666,0.6794360616972476,0.6616666666666666,0.6671360338904626,0.6696468373761947,0.045554831920007866
"(1, 3, 6, 7)",0.68,0.6863262543784702,0.68,0.6823082724641574,0.7104279512055139,0.011316937502436139
"(1, 3, 6, 8)",0.6716666666666666,0.6823955365622032,0.6716666666666666,0.675513194912444,0.7014189160028257,0.012977422637737667
"(1, 3, 6, 9)",0.68,0.694453156024397,0.68,0.6848383990438155,0.7035594708352925,0.014111534535430015
