features,XGB_acc,XGB_pre,XGB_rec,XGB_f1,XGB_acc_cv,XGB_acc_cv_std
"(0, 3, 8, 11)",0.73,0.7306677195665003,0.73,0.7296276405298961,0.687878412051581,0.04303718589382998
"(0, 3, 9, 10)",0.7183333333333334,0.7181216931216932,0.7183333333333334,0.7176730733770043,0.7143779997773947,0.01103014166610501
"(0, 3, 9, 11)",0.7283333333333334,0.7274290948050774,0.7283333333333334,0.7272211828845592,0.6842397989586007,0.0408206557332259
"(0, 3, 10, 11)",0.7316666666666667,0.7303292674689313,0.7316666666666667,0.7302226254897606,0.6838117985376193,0.042053995269978516
"(0, 4, 5, 6)",0.7116666666666667,0.7122441307600808,0.7116666666666667,0.7118698349854128,0.7270453796897608,0.01605534661253656
"(0, 4, 5, 7)",0.71,0.7117028195981903,0.71,0.7106697104983682,0.727590244131434,0.014760920249194422
"(0, 4, 5, 8)",0.7116666666666667,0.7147629641506661,0.7116666666666667,0.712933822591417,0.7279015281781267,0.016032931728361358
"(0, 4, 5, 9)",0.715,0.7129866050925481,0.715,0.7138541983957761,0.724788085768174,0.014188133258012665
"(0, 4, 5, 10)",0.7133333333333334,0.7129616430915401,0.7133333333333334,0.713111389925379,0.7226283331175424,0.012834309805601683
"(0, 4, 5, 11)",0.72,0.7215943582731719,0.72,0.7206939097702881,0.6925098146999786,0.0467889684431036
"(0, 4, 6, 7)",0.7116666666666667,0.7121352135213521,0.7116666666666667,0.7118879638657633,0.7226672966246517,0.014171489013843774
"(0, 4, 6, 8)",0.7083333333333334,0.708358090711032,0.7083333333333334,0.7083105295454168,0.724068385270795,0.015673897405346957
"(0, 4, 6, 9)",0.71,0.7104958454059888,0.71,0.7102074045210623,0.7195929767256268,0.013854263674215729
"(0, 4, 6, 10)",0.7066666666666667,0.7064924762460976,0.7066666666666667,0.7065255374737294,0.7175887449525752,0.013835736013256505
"(0, 4, 6, 11)",0.7166666666666667,0.7180261501407798,0.7166666666666667,0.7172088729662869,0.6854658546871676,0.043668956764300174
"(0, 4, 7, 8)",0.7183333333333334,0.7186980614614636,0.7183333333333334,0.7184581572122413,0.7256248887919723,0.013944070350098932
"(0, 4, 7, 9)",0.7183333333333334,0.7169489489940291,0.7183333333333334,0.7175578527725516,0.7214413468986305,0.01258578738013886
"(0, 4, 7, 10)",0.7183333333333334,0.7179627192730182,0.7183333333333334,0.7181116598430927,0.7223948284386658,0.012748480189053776
"(0, 4, 7, 11)",0.7166666666666667,0.7172464356930376,0.7166666666666667,0.7168704146697561,0.6868668032585182,0.04389015352145063
"(0, 4, 8, 9)",0.715,0.714865119151464,0.715,0.7148255422814617,0.7204297116049315,0.015098960675370489
"(0, 4, 8, 10)",0.705,0.7052356789837296,0.705,0.7050964797848622,0.7220833626733236,0.012626417205556807
"(0, 4, 8, 11)",0.7183333333333334,0.7185659992271358,0.7183333333333334,0.7183918160319901,0.6863413978555686,0.04261532120557239
"(0, 4, 9, 10)",0.7083333333333334,0.707269715228689,0.7083333333333334,0.7077673367191507,0.7147478237298813,0.011434807524040472
"(0, 4, 9, 11)",0.7133333333333334,0.7146328952063136,0.7133333333333334,0.7138459818128533,0.6824108991817361,0.041581574424523225
"(0, 4, 10, 11)",0.7183333333333334,0.7181800178681135,0.7183333333333334,0.7182367409393883,0.6841038014784326,0.044187832207174225
"(0, 5, 6, 7)",0.7016666666666667,0.7037343364415276,0.7016666666666667,0.7026078583311016,0.724087609589596,0.013832400879317164
"(0, 5, 6, 8)",0.6916666666666667,0.6943097677486196,0.6916666666666667,0.6928175799398504,0.7266561194133818,0.0155205357612563
"(0, 5, 6, 9)",0.6966666666666667,0.6984678440695573,0.6966666666666667,0.6973880217682358,0.7223365573250409,0.014984636047341474
"(0, 5, 6, 10)",0.7083333333333334,0.7097481496172524,0.7083333333333334,0.7088318028048127,0.7213441009204806,0.013297301325603353
"(0, 5, 6, 11)",0.7183333333333334,0.7199788107854306,0.7183333333333334,0.7187468691651793,0.6904665929191813,0.04607184173981992
"(0, 5, 7, 8)",0.6966666666666667,0.7007532431383006,0.6966666666666667,0.6983860586405427,0.7255082746344237,0.015309780979166233
"(0, 5, 7, 9)",0.7,0.7019145119437978,0.7,0.7007991197304174,0.7232510337141096,0.013755263341672324
"(0, 5, 7, 10)",0.7116666666666667,0.7130265476324925,0.7116666666666667,0.7121368365309003,0.7234650944974836,0.014348710279918433
"(0, 5, 7, 11)",0.7166666666666667,0.719711196943251,0.7166666666666667,0.7176376929220033,0.6918091681601669,0.047000848156652765
"(0, 5, 8, 9)",0.705,0.7054968423389476,0.705,0.7050697831794053,0.7219084509015138,0.014918863743937541
"(0, 5, 8, 10)",0.7083333333333334,0.7112077628509553,0.7083333333333334,0.7093054630186938,0.7258975197675819,0.015900950546762847
"(0, 5, 8, 11)",0.7233333333333334,0.7268618662203239,0.7233333333333334,0.7244062880008354,0.6905054655669659,0.04683173849744138
"(0, 5, 9, 10)",0.7083333333333334,0.7056356145111045,0.7083333333333334,0.7064640851710012,0.7173163751975244,0.012043346113848977
"(0, 5, 9, 11)",0.7216666666666667,0.7222859430855123,0.7216666666666667,0.7214759541880458,0.6857577402680197,0.04537754021888726
"(0, 5, 10, 11)",0.7216666666666667,0.7205706886553387,0.7216666666666667,0.7207326194987896,0.6840648076848816,0.04558509425793653
"(0, 6, 7, 8)",0.7216666666666667,0.7256770160551043,0.7216666666666667,0.723366269423061,0.7221225987584073,0.016251278333915025
"(0, 6, 7, 9)",0.72,0.7213787773050283,0.72,0.7206193689857321,0.7158180027151795,0.01278884442060787
"(0, 6, 7, 10)",0.7166666666666667,0.717544452327061,0.7166666666666667,0.7169846787301148,0.7136581629910284,0.011882688271207125
"(0, 6, 7, 11)",0.7216666666666667,0.7246312617683528,0.7216666666666667,0.722548987400953,0.6868864667307225,0.04740508481540796
"(0, 6, 8, 9)",0.715,0.7154980775281526,0.715,0.715068035643072,0.7145339484509621,0.01397281632567891
"(0, 6, 8, 10)",0.72,0.722129872461393,0.72,0.7209212519410306,0.7132302761442028,0.012808774707422421
"(0, 6, 8, 11)",0.7216666666666667,0.7256421835620198,0.7216666666666667,0.7232551146983079,0.6840065100706205,0.046425581627284974
"(0, 6, 9, 10)",0.7133333333333334,0.7127351088000373,0.7133333333333334,0.7126065560848169,0.7045517568786187,0.009510221002577467
"(0, 6, 9, 11)",0.7183333333333334,0.7214792246545801,0.7183333333333334,0.7195078986817114,0.6805626728693299,0.04597856557521179
"(0, 6, 10, 11)",0.7266666666666667,0.7305211521433478,0.7266666666666667,0.7281936259859003,0.6781497520676176,0.04740351964577043
"(0, 7, 8, 9)",0.7066666666666667,0.7083830692530599,0.7066666666666667,0.7070744349840468,0.718931365623223,0.013329807844747568
"(0, 7, 8, 10)",0.7166666666666667,0.7190739249895863,0.7166666666666667,0.7176961194496669,0.7210134486943893,0.014310920651067332
"(0, 7, 8, 11)",0.7183333333333334,0.7216373029924338,0.7183333333333334,0.7192965432121018,0.687275776222569,0.0512821054902146
"(0, 7, 9, 10)",0.7166666666666667,0.7179091098603294,0.7166666666666667,0.7172063343230713,0.7109535610419444,0.01150275298449024
"(0, 7, 9, 11)",0.725,0.7242679971909962,0.725,0.7240587543422595,0.6831504032261118,0.04407993257433234
"(0, 7, 10, 11)",0.7316666666666667,0.7335655776292251,0.7316666666666667,0.7320754618604245,0.6810098711084761,0.04418679728897842
"(0, 8, 9, 10)",0.7133333333333334,0.7113923846248188,0.7133333333333334,0.7119399494717923,0.7091051454392783,0.012467572578726651
"(0, 8, 9, 11)",0.7266666666666667,0.7288884373417757,0.7266666666666667,0.7273377132575356,0.678791907917103,0.04622691709456156
"(0, 8, 10, 11)",0.7283333333333334,0.7299430654792931,0.7283333333333334,0.7288339428878614,0.6830529906725331,0.04688023532172532
"(0, 9, 10, 11)",0.7266666666666667,0.7259935450473557,0.7266666666666667,0.7260020677932723,0.674238568571911,0.0439531839034228
"(1, 2, 3, 4)",0.6766666666666666,0.6741926432786647,0.6766666666666666,0.6748579902969076,0.6761428664451213,0.01221643121731084
"(1, 2, 3, 5)",0.6683333333333333,0.6686331106614852,0.6683333333333333,0.6680939719373366,0.6708892818554687,0.01001859635738741
"(1, 2, 3, 6)",0.6616666666666666,0.6586055564783267,0.6616666666666666,0.6588991330198941,0.6702664941853816,0.011804725911804216
"(1, 2, 3, 7)",0.6616666666666666,0.6577036139381308,0.6616666666666666,0.6576621741802785,0.6781275256052934,0.013119469234719527
"(1, 2, 3, 8)",0.68,0.6769618894256575,0.68,0.6778418803418804,0.6695660520790506,0.012866679859573075
"(1, 2, 3, 9)",0.66,0.6583771154671102,0.66,0.658786946083055,0.668145576324483,0.010213081764915428
"(1, 2, 3, 10)",0.675,0.6731130451588745,0.675,0.6733768004561569,0.6784972549126502,0.0097589607000924
"(1, 2, 3, 11)",0.6716666666666666,0.668930258265501,0.6716666666666666,0.6698169841389036,0.6185888789700792,0.044179961105322435
"(1, 2, 4, 5)",0.6633333333333333,0.6606739705252196,0.6633333333333333,0.6616231153923015,0.6743723929998948,0.012388062772727325
"(1, 2, 4, 6)",0.6733333333333333,0.6722267056515513,0.6733333333333333,0.6721965139620003,0.6711812923678925,0.013407454506319123
"(1, 2, 4, 7)",0.6566666666666666,0.6531185044546822,0.6566666666666666,0.6541174166392488,0.6744889125123132,0.013173805799898018
"(1, 2, 4, 8)",0.66,0.6594436930040537,0.66,0.6594828694065336,0.6732243551448714,0.014538200787324578
"(1, 2, 4, 9)",0.6583333333333333,0.6558231655358878,0.6583333333333333,0.6566003330058968,0.6717260205205784,0.012795145841581826
"(1, 2, 4, 10)",0.67,0.6703946032016461,0.67,0.6693264727144602,0.6758704550462132,0.011364244787347964
"(1, 2, 4, 11)",0.6683333333333333,0.6645275401040528,0.6683333333333333,0.6655877031543483,0.6186083569378289,0.04315235704349171
"(1, 2, 5, 6)",0.6666666666666666,0.6639743753807653,0.6666666666666666,0.664375070723194,0.66900193681794,0.011769870139034504
"(1, 2, 5, 7)",0.67,0.6665487243036593,0.67,0.6675318329846295,0.6757925128887738,0.013268007964253613
"(1, 2, 5, 8)",0.6566666666666666,0.6550961519945815,0.6566666666666666,0.6554236995242649,0.6701109846652175,0.014405601175189589
"(1, 2, 5, 9)",0.6566666666666666,0.6545532889455542,0.6566666666666666,0.6544613676335598,0.6650518920318643,0.013845705639926443
"(1, 2, 5, 10)",0.6666666666666666,0.6670867979138656,0.6666666666666666,0.666706765174779,0.6727183179213203,0.013119444435634144
"(1, 2, 5, 11)",0.6666666666666666,0.6677516366283045,0.6666666666666666,0.6666366890828901,0.6211962765848705,0.043614622544997546
"(1, 2, 6, 7)",0.6516666666666666,0.6462999183433984,0.6516666666666666,0.6476957830072235,0.6728349358646742,0.01384390512118507
"(1, 2, 6, 8)",0.6666666666666666,0.6669673515227146,0.6666666666666666,0.6662491028903244,0.6667643745130507,0.01434170845395748
"(1, 2, 6, 9)",0.665,0.6627342193401896,0.665,0.6631864754627581,0.6625029358919319,0.01288162098498742
"(1, 2, 6, 10)",0.6766666666666666,0.6788728632478631,0.6766666666666666,0.6775676937441643,0.6698384975502054,0.01299460971890666
"(1, 2, 6, 11)",0.6666666666666666,0.66747243682601,0.6666666666666666,0.6664315634240445,0.6126154424508395,0.04407804264292552
"(1, 2, 7, 8)",0.6516666666666666,0.6460542339101282,0.6516666666666666,0.6476333628057765,0.6734188092431191,0.014950623282417669
"(1, 2, 7, 9)",0.6583333333333333,0.6515435361815505,0.6583333333333333,0.652957901637147,0.6676591495718633,0.014378579823845664
"(1, 2, 7, 10)",0.665,0.6641527790854597,0.665,0.6641292857245273,0.6748585774609815,0.012756768372503825
"(1, 2, 7, 11)",0.665,0.6612710423307583,0.665,0.6618012309877771,0.6279479194350367,0.04172878656305338
"(1, 2, 8, 9)",0.66,0.6561949001987787,0.66,0.6567634476124622,0.6618024937856009,0.015342579642069134
"(1, 2, 8, 10)",0.6666666666666666,0.6683272135958256,0.6666666666666666,0.6672972732416632,0.6717844392806062,0.013220808306288585
"(1, 2, 8, 11)",0.6716666666666666,0.6719334300451322,0.6716666666666666,0.6710101222619632,0.6106114718983465,0.04623800820001875
"(1, 2, 9, 10)",0.67,0.6710783191536472,0.67,0.6704447719035694,0.6705193481146312,0.011308349926686952
"(1, 2, 9, 11)",0.6666666666666666,0.6644167715596286,0.6666666666666666,0.6645334347252414,0.6045210123545967,0.04317033926861877
"(1, 2, 10, 11)",0.6733333333333333,0.6745885367019387,0.6733333333333333,0.6738062263142127,0.6160982015153821,0.04482415978937263
"(1, 3, 4, 5)",0.6733333333333333,0.6687132624164108,0.6733333333333333,0.6704908905565001,0.6774467583285821,0.012282141689171938
"(1, 3, 4, 6)",0.685,0.6839800849503699,0.685,0.6835831108857623,0.6773299965246309,0.012717104465952552
"(1, 3, 4, 7)",0.6883333333333334,0.6858610181190825,0.6883333333333334,0.6864383165529184,0.6786141151475366,0.01241803963494305
"(1, 3, 4, 8)",0.6733333333333333,0.6709373718949642,0.6733333333333333,0.6716393002443598,0.6754230940174434,0.011598090633992288
"(1, 3, 4, 9)",0.6666666666666666,0.6637079056433894,0.6666666666666666,0.6645523755895759,0.6757927968241638,0.010746028272418755
"(1, 3, 4, 10)",0.68,0.6789852123185457,0.68,0.6789681178864739,0.6816691122968254,0.01004914554585106
"(1, 3, 4, 11)",0.6783333333333333,0.6725328345863371,0.6783333333333333,0.6739217481677815,0.6271114949917582,0.04519684939870529
"(1, 3, 5, 6)",0.6716666666666666,0.6696384878061896,0.6716666666666666,0.669806697931698,0.6711035205716869,0.012562400820405203
"(1, 3, 5, 7)",0.675,0.6724485498185598,0.675,0.6725996774581127,0.6762595866052156,0.012077438443157716
"(1, 3, 5, 8)",0.6766666666666666,0.6749287749287749,0.6766666666666666,0.6744862901856278,0.6696441267396722,0.012434821467270915
"(1, 3, 5, 9)",0.66,0.6549470899470899,0.66,0.6559803921568627,0.6667836329040987,0.009727278778669456
"(1, 3, 5, 10)",0.6816666666666666,0.6787204628657739,0.6816666666666666,0.6797982715622574,0.6734187638134567,0.008917410652164441
"(1, 3, 5, 11)",0.6666666666666666,0.665035826654496,0.6666666666666666,0.6655410068348547,0.621527099172196,0.04547752665069529
