0,1,2,3,4,5,6,7,8
0.72,0.26,0.0,0.26,0.65,0.08,0.0,0.07,0.91
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.12,0.87
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.12,0.86
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.11,0.87
0.73,0.25,0.0,0.26,0.62,0.1,0.01,0.12,0.86
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.12,0.86
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.11,0.87
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.12,0.86
0.73,0.25,0.0,0.26,0.62,0.11,0.0,0.12,0.87
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.12,0.86
0.73,0.25,0.0,0.27,0.61,0.1,0.01,0.12,0.86
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.11,0.87
0.73,0.26,0.0,0.26,0.62,0.1,0.01,0.12,0.86
0.73,0.25,0.0,0.27,0.63,0.08,0.0,0.09,0.89
0.73,0.25,0.0,0.28,0.63,0.08,0.0,0.09,0.89
0.73,0.25,0.0,0.27,0.61,0.1,0.0,0.12,0.86
0.69,0.3,0.0,0.24,0.67,0.08,0.0,0.21,0.77
0.73,0.25,0.0,0.28,0.63,0.08,0.0,0.09,0.89
0.75,0.24,0.0,0.28,0.65,0.06,0.0,0.22,0.76
0.73,0.25,0.0,0.27,0.63,0.08,0.0,0.09,0.89
0.73,0.25,0.0,0.28,0.63,0.08,0.0,0.09,0.89
0.73,0.25,0.0,0.27,0.61,0.1,0.0,0.12,0.86
0.69,0.3,0.0,0.24,0.67,0.08,0.0,0.21,0.77
0.73,0.25,0.0,0.28,0.63,0.08,0.0,0.09,0.89
0.75,0.24,0.0,0.28,0.65,0.06,0.0,0.22,0.76
