0,1,2,3,4,5,6,7,8
0.75,0.24,0.0,0.27,0.63,0.09,0.0,0.06,0.92
0.77,0.22,0.0,0.27,0.6,0.12,0.0,0.1,0.88
0.76,0.22,0.0,0.26,0.61,0.12,0.0,0.11,0.88
0.76,0.22,0.0,0.27,0.6,0.12,0.0,0.09,0.89
0.76,0.22,0.0,0.26,0.61,0.12,0.0,0.1,0.88
0.76,0.22,0.0,0.26,0.61,0.12,0.0,0.1,0.88
0.76,0.22,0.0,0.27,0.6,0.12,0.01,0.09,0.89
0.75,0.23,0.0,0.26,0.61,0.12,0.0,0.1,0.88
0.76,0.22,0.0,0.26,0.61,0.12,0.0,0.09,0.89
0.76,0.23,0.0,0.26,0.61,0.12,0.0,0.1,0.88
0.76,0.22,0.0,0.26,0.61,0.12,0.0,0.1,0.88
0.77,0.22,0.0,0.27,0.6,0.11,0.01,0.09,0.89
0.76,0.22,0.0,0.27,0.6,0.12,0.0,0.1,0.89
0.75,0.24,0.0,0.27,0.62,0.1,0.0,0.08,0.9
0.75,0.24,0.0,0.28,0.6,0.1,0.01,0.08,0.9
0.75,0.23,0.0,0.27,0.59,0.12,0.0,0.11,0.87
0.75,0.23,0.0,0.27,0.59,0.13,0.01,0.14,0.84
0.75,0.23,0.0,0.26,0.62,0.1,0.0,0.08,0.9
0.76,0.23,0.0,0.27,0.62,0.09,0.01,0.18,0.8
0.75,0.24,0.0,0.27,0.62,0.1,0.0,0.08,0.9
0.75,0.24,0.0,0.28,0.6,0.1,0.01,0.08,0.9
0.75,0.23,0.0,0.27,0.59,0.12,0.0,0.11,0.87
0.75,0.23,0.0,0.27,0.59,0.13,0.01,0.14,0.84
0.75,0.23,0.0,0.26,0.62,0.1,0.0,0.08,0.9
0.76,0.23,0.0,0.27,0.62,0.09,0.01,0.18,0.8
