0,1,2,3,4,5,6,7,8
0.74,0.24,0.0,0.28,0.63,0.08,0.0,0.06,0.92
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.11,0.88
0.74,0.25,0.0,0.26,0.63,0.1,0.0,0.1,0.88
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.1,0.88
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.11,0.88
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.1,0.88
0.74,0.24,0.0,0.27,0.62,0.1,0.0,0.1,0.88
0.74,0.24,0.0,0.27,0.61,0.1,0.0,0.1,0.89
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.11,0.88
0.73,0.25,0.0,0.26,0.62,0.1,0.0,0.11,0.88
0.74,0.25,0.0,0.26,0.62,0.1,0.0,0.11,0.88
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.1,0.88
0.74,0.25,0.0,0.27,0.62,0.1,0.0,0.1,0.88
0.72,0.26,0.0,0.27,0.63,0.08,0.0,0.08,0.9
0.73,0.25,0.0,0.27,0.63,0.08,0.0,0.08,0.9
0.73,0.25,0.0,0.27,0.62,0.1,0.0,0.11,0.87
0.83,0.13,0.03,0.39,0.4,0.19,0.01,0.29,0.69
0.72,0.26,0.0,0.28,0.62,0.09,0.0,0.09,0.89
0.83,0.13,0.03,0.38,0.41,0.19,0.0,0.3,0.69
0.72,0.26,0.0,0.27,0.63,0.08,0.0,0.08,0.9
0.73,0.25,0.0,0.27,0.63,0.08,0.0,0.08,0.9
0.73,0.25,0.0,0.27,0.62,0.1,0.0,0.11,0.87
0.83,0.13,0.03,0.39,0.4,0.19,0.01,0.29,0.69
0.72,0.26,0.0,0.28,0.62,0.09,0.0,0.09,0.89
0.83,0.13,0.03,0.38,0.41,0.19,0.0,0.3,0.69
